,Unnamed: 0,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,full_address,Address_URL,url,lat,long
0,7882,790 ABBOTTS MILL CT,3/3/22,"$351,000.00 ",351000,225,1560,1999,"790 ABBOTTS MILL CT Fulton County, GA","790%20ABBOTTS%20MILL%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/790%20ABBOTTS%20MILL%20CT%20Fulton%20County,%20GA",34.0421715,-84.177704
1,7883,2255 PEACHTREE RD NE # 524,3/3/22,"$345,000.00 ",345000,275.5591054,1252,2004,"2255 PEACHTREE RD NE # 524 Fulton County, GA","2255%20PEACHTREE%20RD%20NE%20#%20524%20Fulton%20County,%20GA","https://www.google.com/maps/search/2255%20PEACHTREE%20RD%20NE%20#%20524%20Fulton%20County,%20GA",33.8395469,-84.3796722
2,7884,2656 DOBBS CIR NW,3/3/22,"$1,670,000.00 ",1670000,366.7911267,4553,1999,"2656 DOBBS CIR NW Fulton County, GA","2656%20DOBBS%20CIR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2656%20DOBBS%20CIR%20NW%20Fulton%20County,%20GA",33.8273364,-84.4309087
3,7885,2963 STONE RD,3/3/22,"$227,000.00 ",227000,133.4509112,1701,1956,"2963 STONE RD Fulton County, GA","2963%20STONE%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/2963%20STONE%20RD%20Fulton%20County,%20GA",33.6666345,-84.4855275
4,7886,2841 LAUREL RIDGE CIR,3/3/22,"$174,000.00 ",174000,140.776699,1236,2009,"2841 LAUREL RIDGE CIR Fulton County, GA","2841%20LAUREL%20RIDGE%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2841%20LAUREL%20RIDGE%20CIR%20Fulton%20County,%20GA",33.6498217,-84.4933963
5,7887,848 BOLTON RD NW,3/3/22,"$150,000.00 ",150000,150,1000,1960,"848 BOLTON RD NW Fulton County, GA","848%20BOLTON%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/848%20BOLTON%20RD%20NW%20Fulton%20County,%20GA",33.7783978,-84.5006084
6,7888,3435 KINGSBORO RD NE 802,3/3/22,"$360,000.00 ",360000,214.2857143,1680,1991,"3435 KINGSBORO RD NE 802 Fulton County, GA","3435%20KINGSBORO%20RD%20NE%20802%20Fulton%20County,%20GA","https://www.google.com/maps/search/3435%20KINGSBORO%20RD%20NE%20802%20Fulton%20County,%20GA",33.8493558,-84.3585759
3464,11346,1 PLANTATION DR NE # B,5/13/22,"$347,000.00 ",347000,212.2324159,1635,1983,"1 PLANTATION DR NE # B Fulton County, GA","1%20PLANTATION%20DR%20NE%20#%20B%20Fulton%20County,%20GA","https://www.google.com/maps/search/1%20PLANTATION%20DR%20NE%20#%20B%20Fulton%20County,%20GA",33.83747117,-84.35786155
8,7890,4565 KENT RD,3/3/22,"$289,900.00 ",289900,198.2900137,1462,2001,"4565 KENT RD Fulton County, GA","4565%20KENT%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/4565%20KENT%20RD%20Fulton%20County,%20GA",33.6311885,-84.4813212
9,7891,1040 WOODLAND AVE SE,3/3/22,"$527,500.00 ",527500,438.8519135,1202,1925,"1040 WOODLAND AVE SE Fulton County, GA","1040%20WOODLAND%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1040%20WOODLAND%20AVE%20SE%20Fulton%20County,%20GA",33.7259616,-84.3523534
10,7892,333 PATTERSON WAY,3/3/22,"$1,290,000.00 ",1290000,559.1677503,2307,2016,"333 PATTERSON WAY Fulton County, GA","333%20PATTERSON%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/333%20PATTERSON%20WAY%20Fulton%20County,%20GA",33.7626557,-84.3607565
11,7893,442 BURGUNDY TER,3/3/22,"$434,990.00 ",434990,189.9519651,2290,2021,"442 BURGUNDY TER Fulton County, GA","442%20BURGUNDY%20TER%20Fulton%20County,%20GA","https://www.google.com/maps/search/442%20BURGUNDY%20TER%20Fulton%20County,%20GA",33.6805847,-84.3697508
12,7894,480 JOHN WESLEY DOBBS AVE LOT 602,3/3/22,"$420,000.00 ",420000,346.8208092,1211,2007,"480 JOHN WESLEY DOBBS AVE LOT 602 Fulton County, GA","480%20JOHN%20WESLEY%20DOBBS%20AVE%20LOT%20602%20Fulton%20County,%20GA","https://www.google.com/maps/search/480%20JOHN%20WESLEY%20DOBBS%20AVE%20LOT%20602%20Fulton%20County,%20GA",33.7597896,-84.3713699
13,7895,821 DURANT PL NE # 4,3/3/22,"$205,000.00 ",205000,251.2254902,816,1963,"821 DURANT PL NE # 4 Fulton County, GA","821%20DURANT%20PL%20NE%20#%204%20Fulton%20County,%20GA","https://www.google.com/maps/search/821%20DURANT%20PL%20NE%20#%204%20Fulton%20County,%20GA",33.7770033,-84.3748864
14,7896,33 PONCE DE LEON AVE NE 310,3/3/22,"$393,000.00 ",393000,301.1494253,1305,1961,"33 PONCE DE LEON AVE NE 310 Fulton County, GA","33%20PONCE%20DE%20LEON%20AVE%20NE%20310%20Fulton%20County,%20GA","https://www.google.com/maps/search/33%20PONCE%20DE%20LEON%20AVE%20NE%20310%20Fulton%20County,%20GA",33.7719666,-84.3863837
15,7897,126 RENAISSANCE PKWY LOT 201,3/3/22,"$571,000.00 ",571000,540.719697,1056,2021,"126 RENAISSANCE PKWY LOT 201 Fulton County, GA","126%20RENAISSANCE%20PKWY%20LOT%20201%20Fulton%20County,%20GA","https://www.google.com/maps/search/126%20RENAISSANCE%20PKWY%20LOT%20201%20Fulton%20County,%20GA",33.7689386,-84.3830941
16,7898,100 BROWN AVE SE,3/3/22,"$306,000.00 ",306000,313.8461538,975,1935,"100 BROWN AVE SE Fulton County, GA","100%20BROWN%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/100%20BROWN%20AVE%20SE%20Fulton%20County,%20GA",33.7138865,-84.3849847
17,7899,1256 OAKLAND TER SW,3/3/22,"$550,000.00 ",550000,259.4339623,2120,1930,"1256 OAKLAND TER SW Fulton County, GA","1256%20OAKLAND%20TER%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1256%20OAKLAND%20TER%20SW%20Fulton%20County,%20GA",33.7208664,-84.4291241
18,7900,1900 WEST FORREST AVE,3/3/22,"$275,000.00 ",275000,299.5642702,918,1943,"1900 WEST FORREST AVE Fulton County, GA","1900%20WEST%20FORREST%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1900%20WEST%20FORREST%20AVE%20Fulton%20County,%20GA",33.686048,-84.4506995
19,7901,2015 CASCADE RD SW,3/3/22,"$416,000.00 ",416000,298.4218077,1394,1950,"2015 CASCADE RD SW Fulton County, GA","2015%20CASCADE%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2015%20CASCADE%20RD%20SW%20Fulton%20County,%20GA",33.7215836,-84.4542878
20,7902,12535 CELESTINE WAY,3/3/22,"$1,496,491.00 ",1496491,306.6579918,4880,2021,"12535 CELESTINE WAY Fulton County, GA","12535%20CELESTINE%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/12535%20CELESTINE%20WAY%20Fulton%20County,%20GA",34.0983238,-84.3843917
21,7903,3240 WOOD BRANCH DR,3/3/22,"$760,000.00 ",760000,230.3728403,3299,2001,"3240 WOOD BRANCH DR Fulton County, GA","3240%20WOOD%20BRANCH%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3240%20WOOD%20BRANCH%20DR%20Fulton%20County,%20GA",34.1239984,-84.2645465
22,7904,8900 BUCKHORN DR NE,3/3/22,"$727,500.00 ",727500,271.2527964,2682,1973,"8900 BUCKHORN DR NE Fulton County, GA","8900%20BUCKHORN%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/8900%20BUCKHORN%20DR%20NE%20Fulton%20County,%20GA",33.9983649,-84.363344
23,7905,3775 SHENFIELD DR LOT 223,3/3/22,"$280,000.00 ",280000,162.037037,1728,2008,"3775 SHENFIELD DR LOT 223 Fulton County, GA","3775%20SHENFIELD%20DR%20LOT%20223%20Fulton%20County,%20GA","https://www.google.com/maps/search/3775%20SHENFIELD%20DR%20LOT%20223%20Fulton%20County,%20GA",33.5818592,-84.5249673
24,7906,6066 KAYRON DR NE,3/3/22,"$560,000.00 ",560000,376.0913365,1489,1958,"6066 KAYRON DR NE Fulton County, GA","6066%20KAYRON%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/6066%20KAYRON%20DR%20NE%20Fulton%20County,%20GA",33.9205731,-84.3719555
25,7907,683 COLIGNY CT,3/3/22,"$382,601.00 ",382601,224.7949471,1702,2004,"683 COLIGNY CT Fulton County, GA","683%20COLIGNY%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/683%20COLIGNY%20CT%20Fulton%20County,%20GA",33.9706041,-84.3656029
26,7908,250 PHARR RD NE # 1404,3/3/22,"$269,000.00 ",269000,340.5063291,790,2004,"250 PHARR RD NE # 1404 Fulton County, GA","250%20PHARR%20RD%20NE%20#%201404%20Fulton%20County,%20GA","https://www.google.com/maps/search/250%20PHARR%20RD%20NE%20#%201404%20Fulton%20County,%20GA",33.8379648,-84.3781073
27,7909,230 BOLLING RD NE,3/3/22,"$1,095,000.00 ",1095000,363.5458167,3012,1928,"230 BOLLING RD NE Fulton County, GA","230%20BOLLING%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/230%20BOLLING%20RD%20NE%20Fulton%20County,%20GA",33.8298212,-84.3797087
28,7910,2479 PEACHTREE RD 304,3/3/22,"$159,000.00 ",159000,189.9641577,837,1967,"2479 PEACHTREE RD 304 Fulton County, GA","2479%20PEACHTREE%20RD%20304%20Fulton%20County,%20GA","https://www.google.com/maps/search/2479%20PEACHTREE%20RD%20304%20Fulton%20County,%20GA",33.8225017,-84.3865221
7010,14892,100 BISCAYNE DR # #D6,9/26/22,"$176,000.00 ",176000,237.8378378,740,1964,"100 BISCAYNE DR # #D6 Fulton County, GA","100%20BISCAYNE%20DR%20#%20#D6%20Fulton%20County,%20GA","https://www.google.com/maps/search/100%20BISCAYNE%20DR%20#%20#D6%20Fulton%20County,%20GA",33.81540718,-84.39468138
30,7912,50 BISCAYNE DR # 3110,3/3/22,"$380,000.00 ",380000,247.5570033,1535,2002,"50 BISCAYNE DR # 3110 Fulton County, GA","50%20BISCAYNE%20DR%20#%203110%20Fulton%20County,%20GA","https://www.google.com/maps/search/50%20BISCAYNE%20DR%20#%203110%20Fulton%20County,%20GA",33.8151422,-84.3937932
31,7913,400 SEVENTEENTH ST NW # 1141,3/3/22,"$228,000.00 ",228000,304,750,2004,"400 SEVENTEENTH ST NW # 1141 Fulton County, GA","400%20SEVENTEENTH%20ST%20NW%20#%201141%20Fulton%20County,%20GA","https://www.google.com/maps/search/400%20SEVENTEENTH%20ST%20NW%20#%201141%20Fulton%20County,%20GA",33.7891045,-84.4014254
32,7914,3306 PINE HEIGHTS DR,3/3/22,"$234,900.00 ",234900,156.1835106,1504,1986,"3306 PINE HEIGHTS DR Fulton County, GA","3306%20PINE%20HEIGHTS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3306%20PINE%20HEIGHTS%20DR%20Fulton%20County,%20GA",33.829183,-84.357407
33,7915,709 COOLEDGE AVE NE,3/3/22,"$1,050,000.00 ",1050000,461.9445667,2273,1925,"709 COOLEDGE AVE NE Fulton County, GA","709%20COOLEDGE%20AVE%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/709%20COOLEDGE%20AVE%20NE%20Fulton%20County,%20GA",33.7823955,-84.3641355
34,7916,1170 STERLING BROOKE DR,3/3/22,"$622,000.00 ",622000,173.986014,3575,2011,"1170 STERLING BROOKE DR Fulton County, GA","1170%20STERLING%20BROOKE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1170%20STERLING%20BROOKE%20DR%20Fulton%20County,%20GA",34.0503292,-84.2673646
35,7917,5887 OLD BILL COOK RD,3/3/22,"$230,000.00 ",230000,155.5104801,1479,1967,"5887 OLD BILL COOK RD Fulton County, GA","5887%20OLD%20BILL%20COOK%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/5887%20OLD%20BILL%20COOK%20RD%20Fulton%20County,%20GA",33.5956163,-84.4930706
36,7918,855 GREENWOOD AVE NE # J,3/3/22,"$330,000.00 ",330000,311.0273327,1061,1984,"855 GREENWOOD AVE NE # J Fulton County, GA","855%20GREENWOOD%20AVE%20NE%20#%20J%20Fulton%20County,%20GA","https://www.google.com/maps/search/855%20GREENWOOD%20AVE%20NE%20#%20J%20Fulton%20County,%20GA",33.7764409,-84.3596886
37,7919,566 ROCKWELL ST SW,3/3/22,"$220,000.00 ",220000,169.7530864,1296,1960,"566 ROCKWELL ST SW Fulton County, GA","566%20ROCKWELL%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/566%20ROCKWELL%20ST%20SW%20Fulton%20County,%20GA",33.731697,-84.4062275
38,7920,2462 LAUREL CIR,3/3/22,"$218,500.00 ",218500,148.9434219,1467,2003,"2462 LAUREL CIR Fulton County, GA","2462%20LAUREL%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2462%20LAUREL%20CIR%20Fulton%20County,%20GA",33.757787,-84.4728724
39,7921,16500 BLACK OAK RD,3/3/22,"$130,000.00 ",130000,160.2959309,811,1940,"16500 BLACK OAK RD Fulton County, GA","16500%20BLACK%20OAK%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/16500%20BLACK%20OAK%20RD%20Fulton%20County,%20GA",34.1827722,-84.2695037
40,7922,7445 ABSINTH DR,3/3/22,"$365,000.00 ",365000,156.7196222,2329,2010,"7445 ABSINTH DR Fulton County, GA","7445%20ABSINTH%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/7445%20ABSINTH%20DR%20Fulton%20County,%20GA",33.6683631,-84.6389404
41,7923,3935 SHANDRA WAY,3/3/22,"$216,000.00 ",216000,131.8681319,1638,1974,"3935 SHANDRA WAY Fulton County, GA","3935%20SHANDRA%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/3935%20SHANDRA%20WAY%20Fulton%20County,%20GA",33.5891916,-84.522649
42,7924,4157 WOODLAND PARK DR LOT 31,3/2/22,"$385,000.00 ",385000,177.5830258,2168,2018,"4157 WOODLAND PARK DR LOT 31 Fulton County, GA","4157%20WOODLAND%20PARK%20DR%20LOT%2031%20Fulton%20County,%20GA","https://www.google.com/maps/search/4157%20WOODLAND%20PARK%20DR%20LOT%2031%20Fulton%20County,%20GA",33.7574984,-84.5237406
43,7925,4787 ALBANY WAY,3/2/22,"$485,000.00 ",485000,125.5175983,3864,2018,"4787 ALBANY WAY Fulton County, GA","4787%20ALBANY%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/4787%20ALBANY%20WAY%20Fulton%20County,%20GA",33.6549388,-84.5445379
44,7926,4627 DALMER RD NE,3/2/22,"$1,599,900.00 ",1599900,335.8312343,4764,2006,"4627 DALMER RD NE Fulton County, GA","4627%20DALMER%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/4627%20DALMER%20RD%20NE%20Fulton%20County,%20GA",33.8812809,-84.37396
45,7927,1080 PEACHTREE ST NE UNIT 2301,3/2/22,"$400,000.00 ",400000,461.8937644,866,2008,"1080 PEACHTREE ST NE UNIT 2301 Fulton County, GA","1080%20PEACHTREE%20ST%20NE%20UNIT%202301%20Fulton%20County,%20GA","https://www.google.com/maps/search/1080%20PEACHTREE%20ST%20NE%20UNIT%202301%20Fulton%20County,%20GA",33.783839,-84.3838658
46,7928,4325 VALLEY LAKE TER,3/2/22,"$362,000.00 ",362000,198.4649123,1824,1977,"4325 VALLEY LAKE TER Fulton County, GA","4325%20VALLEY%20LAKE%20TER%20Fulton%20County,%20GA","https://www.google.com/maps/search/4325%20VALLEY%20LAKE%20TER%20Fulton%20County,%20GA",33.6385951,-84.5330519
47,7929,6040 COLDWATER POINT,3/2/22,"$600,000.00 ",600000,181.0500905,3314,2006,"6040 COLDWATER POINT Fulton County, GA","6040%20COLDWATER%20POINT%20Fulton%20County,%20GA","https://www.google.com/maps/search/6040%20COLDWATER%20POINT%20Fulton%20County,%20GA",34.037934,-84.1826787
48,7930,395 WAVETREE DR,3/2/22,"$325,000.00 ",325000,212.6963351,1528,1977,"395 WAVETREE DR Fulton County, GA","395%20WAVETREE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/395%20WAVETREE%20DR%20Fulton%20County,%20GA",34.0456554,-84.3652743
49,7931,2301 PINETREE TRL,3/2/22,"$132,000.00 ",132000,90.04092769,1466,1990,"2301 PINETREE TRL Fulton County, GA","2301%20PINETREE%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/2301%20PINETREE%20TRL%20Fulton%20County,%20GA",34.0811105,-84.2902315
50,7932,951 GLENWOOD AVE SE 1706,3/2/22,"$485,000.00 ",485000,270.6473214,1792,2004,"951 GLENWOOD AVE SE 1706 Fulton County, GA","951%20GLENWOOD%20AVE%20SE%201706%20Fulton%20County,%20GA","https://www.google.com/maps/search/951%20GLENWOOD%20AVE%20SE%201706%20Fulton%20County,%20GA",33.7384645,-84.3562927
51,7933,585 MC WILLIAMS RD SE UNIT 301,3/2/22,"$279,990.00 ",279990,153,1830,2021,"585 MC WILLIAMS RD SE UNIT 301 Fulton County, GA","585%20MC%20WILLIAMS%20RD%20SE%20UNIT%20301%20Fulton%20County,%20GA","https://www.google.com/maps/search/585%20MC%20WILLIAMS%20RD%20SE%20UNIT%20301%20Fulton%20County,%20GA",33.6878006,-84.3695835
52,7934,2134 JERNIGAN DR SE,3/2/22,"$250,000.00 ",250000,203.4174125,1229,1950,"2134 JERNIGAN DR SE Fulton County, GA","2134%20JERNIGAN%20DR%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/2134%20JERNIGAN%20DR%20SE%20Fulton%20County,%20GA",33.6958417,-84.3720505
53,7935,1074 HOBSON ST SW,3/2/22,"$250,000.00 ",250000,221.6312057,1128,1930,"1074 HOBSON ST SW Fulton County, GA","1074%20HOBSON%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1074%20HOBSON%20ST%20SW%20Fulton%20County,%20GA",33.725606,-84.4051751
54,7936,2900 PEARL ST,3/2/22,"$285,000.00 ",285000,252.6595745,1128,1922,"2900 PEARL ST Fulton County, GA","2900%20PEARL%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/2900%20PEARL%20ST%20Fulton%20County,%20GA",33.6762503,-84.4502279
55,7937,330 OLD PRESTON CT,3/2/22,"$484,000.00 ",484000,224.2817424,2158,1993,"330 OLD PRESTON CT Fulton County, GA","330%20OLD%20PRESTON%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/330%20OLD%20PRESTON%20CT%20Fulton%20County,%20GA",34.0232984,-84.2569146
56,7938,35 SHERIDAN DR NE,3/2/22,"$199,000.00 ",199000,184.2592593,1080,1940,"35 SHERIDAN DR NE Fulton County, GA","35%20SHERIDAN%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/35%20SHERIDAN%20DR%20NE%20Fulton%20County,%20GA",33.8323427,-84.382988
57,7939,264 NINETEENTH ST NW # 2303,3/2/22,"$290,000.00 ",290000,249.1408935,1164,2006,"264 NINETEENTH ST NW # 2303 Fulton County, GA","264%20NINETEENTH%20ST%20NW%20#%202303%20Fulton%20County,%20GA","https://www.google.com/maps/search/264%20NINETEENTH%20ST%20NW%20#%202303%20Fulton%20County,%20GA",33.7931441,-84.3970335
58,7940,100 PALISADES RD NE,3/2/22,"$1,426,000.00 ",1426000,322.4056071,4423,2003,"100 PALISADES RD NE Fulton County, GA","100%20PALISADES%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/100%20PALISADES%20RD%20NE%20Fulton%20County,%20GA",33.8062229,-84.3881048
59,7941,58 PEACHTREE MEMORIAL DR NW UNIT 78 1,3/2/22,"$394,900.00 ",394900,291.00958,1357,1924,"58 PEACHTREE MEMORIAL DR NW UNIT 78 1 Fulton County, GA","58%20PEACHTREE%20MEMORIAL%20DR%20NW%20UNIT%2078%201%20Fulton%20County,%20GA","https://www.google.com/maps/search/58%20PEACHTREE%20MEMORIAL%20DR%20NW%20UNIT%2078%201%20Fulton%20County,%20GA",33.8168888,-84.3931714
60,7942,253 BLANTON RD NW,3/2/22,"$1,550,000.00 ",1550000,684.9315068,2263,1963,"253 BLANTON RD NW Fulton County, GA","253%20BLANTON%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/253%20BLANTON%20RD%20NW%20Fulton%20County,%20GA",33.8726966,-84.3977928
61,7943,6278 MOUNTAIN BROOK WAY NW,3/2/22,"$1,400,000.00 ",1400000,493.1313843,2839,1967,"6278 MOUNTAIN BROOK WAY NW Fulton County, GA","6278%20MOUNTAIN%20BROOK%20WAY%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/6278%20MOUNTAIN%20BROOK%20WAY%20NW%20Fulton%20County,%20GA",33.9268943,-84.4141069
62,7944,6890 PEACHTREE DUNWOODY RD UNIT 104,3/2/22,"$460,000.00 ",460000,333.5750544,1379,2021,"6890 PEACHTREE DUNWOODY RD UNIT 104 Fulton County, GA","6890%20PEACHTREE%20DUNWOODY%20RD%20UNIT%20104%20Fulton%20County,%20GA","https://www.google.com/maps/search/6890%20PEACHTREE%20DUNWOODY%20RD%20UNIT%20104%20Fulton%20County,%20GA",33.9431426,-84.3526872
63,7945,240 SOFTWOOD CIR,3/2/22,"$472,000.00 ",472000,287.804878,1640,1983,"240 SOFTWOOD CIR Fulton County, GA","240%20SOFTWOOD%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/240%20SOFTWOOD%20CIR%20Fulton%20County,%20GA",34.0104744,-84.3133394
64,7946,25 HALL MANOR,3/2/22,"$407,000.00 ",407000,260.8974359,1560,2000,"25 HALL MANOR Fulton County, GA","25%20HALL%20MANOR%20Fulton%20County,%20GA","https://www.google.com/maps/search/25%20HALL%20MANOR%20Fulton%20County,%20GA",33.996984,-84.2814881
65,7947,2930 SHURBURNE DR,3/2/22,"$421,295.00 ",421295,210.2270459,2004,1983,"2930 SHURBURNE DR Fulton County, GA","2930%20SHURBURNE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2930%20SHURBURNE%20DR%20Fulton%20County,%20GA",33.9953384,-84.2741931
66,7948,5348 THE SAVOY,3/2/22,"$251,000.00 ",251000,215.0814053,1167,1968,"5348 THE SAVOY Fulton County, GA","5348%20THE%20SAVOY%20Fulton%20County,%20GA","https://www.google.com/maps/search/5348%20THE%20SAVOY%20Fulton%20County,%20GA",33.6097795,-84.4582655
67,7949,22 AIRLINE ST NE UNIT 101,3/2/22,"$445,000.00 ",445000,456.8788501,974,2021,"22 AIRLINE ST NE UNIT 101 Fulton County, GA","22%20AIRLINE%20ST%20NE%20UNIT%20101%20Fulton%20County,%20GA","https://www.google.com/maps/search/22%20AIRLINE%20ST%20NE%20UNIT%20101%20Fulton%20County,%20GA",33.7549384,-84.3671817
68,7950,338 GLENWOOD AVE SE,3/2/22,"$435,000.00 ",435000,383.5978836,1134,1992,"338 GLENWOOD AVE SE Fulton County, GA","338%20GLENWOOD%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/338%20GLENWOOD%20AVE%20SE%20Fulton%20County,%20GA",33.7427214,-84.3769975
69,7951,690 PIEDMONT AVE,3/2/22,"$247,500.00 ",247500,313.2911392,790,1919,"690 PIEDMONT AVE Fulton County, GA","690%20PIEDMONT%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/690%20PIEDMONT%20AVE%20Fulton%20County,%20GA",33.7733952,-84.3819326
2581,10463,100 NEMORIA CT,5/31/22,"$525,000.00 ",525000,150.3436426,3492,2019,"100 NEMORIA CT Fulton County, GA","100%20NEMORIA%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/100%20NEMORIA%20CT%20Fulton%20County,%20GA",33.62715796,-84.69914175
71,7953,721 ERIN AVE SW,3/2/22,"$595,000.00 ",595000,352.0710059,1690,1920,"721 ERIN AVE SW Fulton County, GA","721%20ERIN%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/721%20ERIN%20AVE%20SW%20Fulton%20County,%20GA",33.7197486,-84.4114087
72,7954,1463 SAINT MICHAEL AVE,3/2/22,"$365,000.00 ",365000,350.9615385,1040,1929,"1463 SAINT MICHAEL AVE Fulton County, GA","1463%20SAINT%20MICHAEL%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1463%20SAINT%20MICHAEL%20AVE%20Fulton%20County,%20GA",33.6952459,-84.436621
73,7955,3640 PRINCETON AVE,3/2/22,"$290,000.00 ",290000,139.4230769,2080,2007,"3640 PRINCETON AVE Fulton County, GA","3640%20PRINCETON%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/3640%20PRINCETON%20AVE%20Fulton%20County,%20GA",33.6559518,-84.4371443
74,7956,4140 WILL LEE RD,3/2/22,"$275,000.00 ",275000,229.9331104,1196,1972,"4140 WILL LEE RD Fulton County, GA","4140%20WILL%20LEE%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/4140%20WILL%20LEE%20RD%20Fulton%20County,%20GA",33.6313869,-84.5237549
75,7957,115 GOLD COVE LN LOT 2A,3/2/22,"$415,000.00 ",415000,224.3243243,1850,2007,"115 GOLD COVE LN LOT 2A Fulton County, GA","115%20GOLD%20COVE%20LN%20LOT%202A%20Fulton%20County,%20GA","https://www.google.com/maps/search/115%20GOLD%20COVE%20LN%20LOT%202A%20Fulton%20County,%20GA",34.0441069,-84.176753
76,7958,3235 ROSWELL RD NE # 615,3/2/22,"$372,400.00 ",372400,337.0135747,1105,1999,"3235 ROSWELL RD NE # 615 Fulton County, GA","3235%20ROSWELL%20RD%20NE%20#%20615%20Fulton%20County,%20GA","https://www.google.com/maps/search/3235%20ROSWELL%20RD%20NE%20#%20615%20Fulton%20County,%20GA",33.8433751,-84.3789797
77,7959,390 SEVENTEENTH ST NW LOT 4007,3/2/22,"$272,000.00 ",272000,220.7792208,1232,2007,"390 SEVENTEENTH ST NW LOT 4007 Fulton County, GA","390%20SEVENTEENTH%20ST%20NW%20LOT%204007%20Fulton%20County,%20GA","https://www.google.com/maps/search/390%20SEVENTEENTH%20ST%20NW%20LOT%204007%20Fulton%20County,%20GA",33.7903038,-84.3994771
78,7960,2736 RIDGEMORE RD NW,3/2/22,"$635,000.00 ",635000,378.8782816,1676,1954,"2736 RIDGEMORE RD NW Fulton County, GA","2736%20RIDGEMORE%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2736%20RIDGEMORE%20RD%20NW%20Fulton%20County,%20GA",33.829922,-84.446355
79,7961,660 BROWNLEE RD SW,3/2/22,"$339,000.00 ",339000,147.3913043,2300,1940,"660 BROWNLEE RD SW Fulton County, GA","660%20BROWNLEE%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/660%20BROWNLEE%20RD%20SW%20Fulton%20County,%20GA",33.7374397,-84.4954862
80,7962,6505 CANOPY DR,3/2/22,"$1,205,000.00 ",1205000,314.2931664,3834,2018,"6505 CANOPY DR Fulton County, GA","6505%20CANOPY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/6505%20CANOPY%20DR%20Fulton%20County,%20GA",33.9329451,-84.3681081
81,7963,2700 PINE TREE RD 1204,3/2/22,"$210,000.00 ",210000,267.8571429,784,2000,"2700 PINE TREE RD 1204 Fulton County, GA","2700%20PINE%20TREE%20RD%201204%20Fulton%20County,%20GA","https://www.google.com/maps/search/2700%20PINE%20TREE%20RD%201204%20Fulton%20County,%20GA",33.8284249,-84.359152
