,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,full_address,Address_URL,url,lat,long
3,3530 PIEDMONT RD NE # F 11,2/27/23,"$375,000.00 ",375000,245.5795678,1527,1976,"3530 PIEDMONT RD NE # F 11 Fulton County, GA","3530%20PIEDMONT%20RD%20NE%20#%20F%2011%20Fulton%20County,%20GA","https://www.google.com/maps/search/3530%20PIEDMONT%20RD%20NE%20#%20F%2011%20Fulton%20County,%20GA",33.8489873,-84.3795589
11,968 WELCH ST SE,2/28/23,"$127,000.00 ",127000,127,1000,1952,"968 WELCH ST SE Fulton County, GA","968%20WELCH%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/968%20WELCH%20ST%20SE%20Fulton%20County,%20GA",33.7081898,-84.3571795
14,845 SPRING ST NW 229,2/28/23,"$588,500.00 ",588500,349.2581602,1685,2002,"845 SPRING ST NW 229 Fulton County, GA","845%20SPRING%20ST%20NW%20229%20Fulton%20County,%20GA","https://www.google.com/maps/search/845%20SPRING%20ST%20NW%20229%20Fulton%20County,%20GA",33.7778129,-84.3880635
21,606 WILLARD AVE SW,2/28/23,"$199,000.00 ",199000,52.10788164,3819,1930,"606 WILLARD AVE SW Fulton County, GA","606%20WILLARD%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/606%20WILLARD%20AVE%20SW%20Fulton%20County,%20GA",33.7387786,-84.4368979
22,839 ROCHELLE DR SW,2/28/23,"$425,000.00 ",425000,204.1306436,2082,1946,"839 ROCHELLE DR SW Fulton County, GA","839%20ROCHELLE%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/839%20ROCHELLE%20DR%20SW%20Fulton%20County,%20GA",33.7323007,-84.4341495
23,250 CHILDS DR NW,2/28/23,"$150,000.00 ",150000,132.0422535,1136,1955,"250 CHILDS DR NW Fulton County, GA","250%20CHILDS%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/250%20CHILDS%20DR%20NW%20Fulton%20County,%20GA",33.7620956,-84.4367339
24,250 CHILDS DR NW,2/28/23,"$165,000.00 ",165000,145.2464789,1136,1955,"250 CHILDS DR NW Fulton County, GA","250%20CHILDS%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/250%20CHILDS%20DR%20NW%20Fulton%20County,%20GA",33.7620956,-84.4367339
26,2061 NORTH AVE NW,2/28/23,"$314,000.00 ",314000,287.8093492,1091,1959,"2061 NORTH AVE NW Fulton County, GA","2061%20NORTH%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2061%20NORTH%20AVE%20NW%20Fulton%20County,%20GA",33.7693811,-84.4555248
27,950 WEST PEACHTREE ST # 1807,2/28/23,"$620,000.00 ",620000,410.0529101,1512,2006,"950 WEST PEACHTREE ST # 1807 Fulton County, GA","950%20WEST%20PEACHTREE%20ST%20#%201807%20Fulton%20County,%20GA","https://www.google.com/maps/search/950%20WEST%20PEACHTREE%20ST%20#%201807%20Fulton%20County,%20GA",33.78023782,-84.38774095
851,100 BISCAYNE DR # C 1,2/3/23,"$170,000.00 ",170000,164.0926641,1036,1964,"100 BISCAYNE DR # C 1 Fulton County, GA","100%20BISCAYNE%20DR%20#%20C%201%20Fulton%20County,%20GA","https://www.google.com/maps/search/100%20BISCAYNE%20DR%20#%20C%201%20Fulton%20County,%20GA",33.81538775,-84.39473208
29,2255 PEACHTREE RD NE # 522,2/28/23,"$300,000.00 ",300000,322.5806452,930,2004,"2255 PEACHTREE RD NE # 522 Fulton County, GA","2255%20PEACHTREE%20RD%20NE%20#%20522%20Fulton%20County,%20GA","https://www.google.com/maps/search/2255%20PEACHTREE%20RD%20NE%20#%20522%20Fulton%20County,%20GA",33.8395469,-84.3796722
30,1125 WINDING CREEK TRL NW,2/28/23,"$805,000.00 ",805000,312.0155039,2580,1965,"1125 WINDING CREEK TRL NW Fulton County, GA","1125%20WINDING%20CREEK%20TRL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1125%20WINDING%20CREEK%20TRL%20NW%20Fulton%20County,%20GA",33.9286054,-84.408259
31,4722 WOODVALE DR NW,2/28/23,"$1,400,000.00 ",1400000,373.0349054,3753,1954,"4722 WOODVALE DR NW Fulton County, GA","4722%20WOODVALE%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/4722%20WOODVALE%20DR%20NW%20Fulton%20County,%20GA",33.8853933,-84.4208585
37,1421 WESSYNGTON RD NE,2/28/23,"$1,650,000.00 ",1650000,447.6397179,3686,2007,"1421 WESSYNGTON RD NE Fulton County, GA","1421%20WESSYNGTON%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1421%20WESSYNGTON%20RD%20NE%20Fulton%20County,%20GA",33.7934623,-84.3553949
38,2302 PINE HEIGHTS DR,2/28/23,"$279,000.00 ",279000,223.378703,1249,1986,"2302 PINE HEIGHTS DR Fulton County, GA","2302%20PINE%20HEIGHTS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2302%20PINE%20HEIGHTS%20DR%20Fulton%20County,%20GA",33.829183,-84.357407
39,157 BARKLEY LN,2/28/23,"$565,000.00 ",565000,240.2210884,2352,2014,"157 BARKLEY LN Fulton County, GA","157%20BARKLEY%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/157%20BARKLEY%20LN%20Fulton%20County,%20GA",33.9150898,-84.363267
40,325 EAST PACES FERRY RD # 1708,2/28/23,"$428,000.00 ",428000,302.0465773,1417,2004,"325 EAST PACES FERRY RD # 1708 Fulton County, GA","325%20EAST%20PACES%20FERRY%20RD%20#%201708%20Fulton%20County,%20GA","https://www.google.com/maps/search/325%20EAST%20PACES%20FERRY%20RD%20#%201708%20Fulton%20County,%20GA",33.8388271,-84.376744
41,240 LEGRAN BEND,2/28/23,"$356,750.00 ",356750,307.5431034,1160,2005,"240 LEGRAN BEND Fulton County, GA","240%20LEGRAN%20BEND%20Fulton%20County,%20GA","https://www.google.com/maps/search/240%20LEGRAN%20BEND%20Fulton%20County,%20GA",33.9188761,-84.3835247
42,2795 PEACHTREE RD NE LOT 2103,2/28/23,"$460,000.00 ",460000,331.1735061,1389,2007,"2795 PEACHTREE RD NE LOT 2103 Fulton County, GA","2795%20PEACHTREE%20RD%20NE%20LOT%202103%20Fulton%20County,%20GA","https://www.google.com/maps/search/2795%20PEACHTREE%20RD%20NE%20LOT%202103%20Fulton%20County,%20GA",33.8309683,-84.3854293
44,3400 HABERSHAM RD NW,2/28/23,"$2,475,000.00 ",2475000,498.0881465,4969,1938,"3400 HABERSHAM RD NW Fulton County, GA","3400%20HABERSHAM%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3400%20HABERSHAM%20RD%20NW%20Fulton%20County,%20GA",33.8485977,-84.3925267
45,3400 HABERSHAM RD NW,2/23/23,"$2,475,000.00 ",2475000,498.0881465,4969,1938,"3400 HABERSHAM RD NW Fulton County, GA","3400%20HABERSHAM%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3400%20HABERSHAM%20RD%20NW%20Fulton%20County,%20GA",33.8485977,-84.3925267
46,1479 GROVELAND AVE NW,2/28/23,"$515,000.00 ",515000,318.6881188,1616,1940,"1479 GROVELAND AVE NW Fulton County, GA","1479%20GROVELAND%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1479%20GROVELAND%20AVE%20NW%20Fulton%20County,%20GA",33.7953713,-84.4020105
49,3990 PACES FERRY RD NW,2/28/23,"$1,740,000.00 ",1740000,597.1173644,2914,1968,"3990 PACES FERRY RD NW Fulton County, GA","3990%20PACES%20FERRY%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3990%20PACES%20FERRY%20RD%20NW%20Fulton%20County,%20GA",33.856769,-84.4492847
53,5488 SIERRA TRL,2/28/23,"$200,000.00 ",200000,156.25,1280,2005,"5488 SIERRA TRL Fulton County, GA","5488%20SIERRA%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/5488%20SIERRA%20TRL%20Fulton%20County,%20GA",33.6048188,-84.548193
54,980 MEMORIAL WALK,2/28/23,"$975,000.00 ",975000,357.7981651,2725,2018,"980 MEMORIAL WALK Fulton County, GA","980%20MEMORIAL%20WALK%20Fulton%20County,%20GA","https://www.google.com/maps/search/980%20MEMORIAL%20WALK%20Fulton%20County,%20GA",33.7463748,-84.3550181
55,41 DELTA PL NE,2/28/23,"$375,000.00 ",375000,153.5626536,2442,1985,"41 DELTA PL NE Fulton County, GA","41%20DELTA%20PL%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/41%20DELTA%20PL%20NE%20Fulton%20County,%20GA",33.7553039,-84.3588613
56,476 TUFTON TRL SE,2/28/23,"$137,000.00 ",137000,77.48868778,1768,2008,"476 TUFTON TRL SE Fulton County, GA","476%20TUFTON%20TRL%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/476%20TUFTON%20TRL%20SE%20Fulton%20County,%20GA",33.6653603,-84.3842764
57,476 TUFTON TRL SE,2/28/23,"$195,000.00 ",195000,110.2941176,1768,2008,"476 TUFTON TRL SE Fulton County, GA","476%20TUFTON%20TRL%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/476%20TUFTON%20TRL%20SE%20Fulton%20County,%20GA",33.6653603,-84.3842764
58,493 JEFFERSON CHASE ST,2/28/23,"$350,000.00 ",350000,165.0943396,2120,2020,"493 JEFFERSON CHASE ST Fulton County, GA","493%20JEFFERSON%20CHASE%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/493%20JEFFERSON%20CHASE%20ST%20Fulton%20County,%20GA",33.6654943,-84.3838486
67,2360 PERKERSON RD SW,2/28/23,"$2,750,000.00 ",2750000,1975.574713,1392,1953,"2360 PERKERSON RD SW Fulton County, GA","2360%20PERKERSON%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2360%20PERKERSON%20RD%20SW%20Fulton%20County,%20GA",33.6903571,-84.4109881
69,1100 WHITE ST SW,2/28/23,"$76,000,000.00 ",76000000,1048.637461,72475,0,"1100 WHITE ST SW Fulton County, GA","1100%20WHITE%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1100%20WHITE%20ST%20SW%20Fulton%20County,%20GA",33.7339043,-84.4256531
70,1299 EUBANKS AVE,2/28/23,"$465,000.00 ",465000,463.1474104,1004,1945,"1299 EUBANKS AVE Fulton County, GA","1299%20EUBANKS%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1299%20EUBANKS%20AVE%20Fulton%20County,%20GA",33.6657471,-84.4316471
71,132 RACINE ST SW,2/28/23,"$150,000.00 ",150000,72.63922518,2065,1935,"132 RACINE ST SW Fulton County, GA","132%20RACINE%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/132%20RACINE%20ST%20SW%20Fulton%20County,%20GA",33.7514926,-84.4409178
72,3376 HARRIS DR,2/28/23,"$303,800.00 ",303800,172.9083665,1757,1953,"3376 HARRIS DR Fulton County, GA","3376%20HARRIS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3376%20HARRIS%20DR%20Fulton%20County,%20GA",33.6638395,-84.4609717
75,3649 VICTORIA DR,2/28/23,"$315,000.00 ",315000,189.8734177,1659,1969,"3649 VICTORIA DR Fulton County, GA","3649%20VICTORIA%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3649%20VICTORIA%20DR%20Fulton%20County,%20GA",33.6561319,-84.4883555
76,1161 BRAEMAR AVE SW,2/28/23,"$365,950.00 ",365950,204.2131696,1792,1964,"1161 BRAEMAR AVE SW Fulton County, GA","1161%20BRAEMAR%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1161%20BRAEMAR%20AVE%20SW%20Fulton%20County,%20GA",33.7243163,-84.495978
77,4582 CLUB CIR NE,2/28/23,"$1,675,000.00 ",1675000,668.9297125,2504,1962,"4582 CLUB CIR NE Fulton County, GA","4582%20CLUB%20CIR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/4582%20CLUB%20CIR%20NE%20Fulton%20County,%20GA",33.8803162,-84.3547389
80,34 SOUTH PRADO NE,2/28/23,"$1,950,000.00 ",1950000,563.4209766,3461,1920,"34 SOUTH PRADO NE Fulton County, GA","34%20SOUTH%20PRADO%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/34%20SOUTH%20PRADO%20NE%20Fulton%20County,%20GA",33.7903532,-84.3770518
82,5517 KINGSPORT DR NE,2/28/23,"$160,000.00 ",160000,149.2537313,1072,1980,"5517 KINGSPORT DR NE Fulton County, GA","5517%20KINGSPORT%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/5517%20KINGSPORT%20DR%20NE%20Fulton%20County,%20GA",33.9096142,-84.3841939
84,887 PROCTOR OAK ST,2/28/23,"$539,000.00 ",539000,216.2921348,2492,2017,"887 PROCTOR OAK ST Fulton County, GA","887%20PROCTOR%20OAK%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/887%20PROCTOR%20OAK%20ST%20Fulton%20County,%20GA",34.019741,-84.3569095
89,1054 WEST AVE SW,2/28/23,"$134,000.00 ",134000,170.0507614,788,1915,"1054 WEST AVE SW Fulton County, GA","1054%20WEST%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1054%20WEST%20AVE%20SW%20Fulton%20County,%20GA",33.7259091,-84.3954586
90,534 ROCKWELL ST SW,2/28/23,"$322,000.00 ",322000,287.5,1120,1920,"534 ROCKWELL ST SW Fulton County, GA","534%20ROCKWELL%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/534%20ROCKWELL%20ST%20SW%20Fulton%20County,%20GA",33.7317751,-84.4051398
92,658 AVERY RD SW,2/28/23,"$2,750,000.00 ",2750000,1433.038041,1919,1958,"658 AVERY RD SW Fulton County, GA","658%20AVERY%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/658%20AVERY%20RD%20SW%20Fulton%20County,%20GA",33.691359,-84.4105161
96,855 OAKHILL AVE SW,2/28/23,"$200,000.00 ",200000,87.18395815,2294,1920,"855 OAKHILL AVE SW Fulton County, GA","855%20OAKHILL%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/855%20OAKHILL%20AVE%20SW%20Fulton%20County,%20GA",33.7316344,-84.4095545
97,995 CEDAR AVE,2/28/23,"$305,000.00 ",305000,182.1983274,1674,1964,"995 CEDAR AVE Fulton County, GA","995%20CEDAR%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/995%20CEDAR%20AVE%20Fulton%20County,%20GA",33.6777034,-84.4233487
98,30 WEST LAKE AVE SW,2/28/23,"$530,000.00 ",530000,248.3598875,2134,1955,"30 WEST LAKE AVE SW Fulton County, GA","30%20WEST%20LAKE%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/30%20WEST%20LAKE%20AVE%20SW%20Fulton%20County,%20GA",33.754798,-84.4448205
99,1670 ROGERS AVE SW,2/28/23,"$280,000.00 ",280000,204.2304887,1371,1935,"1670 ROGERS AVE SW Fulton County, GA","1670%20ROGERS%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1670%20ROGERS%20AVE%20SW%20Fulton%20County,%20GA",33.7371258,-84.4423423
100,1867 OAKMONT DR NW,2/28/23,"$203,020.00 ",203020,241.9785459,839,1949,"1867 OAKMONT DR NW Fulton County, GA","1867%20OAKMONT%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1867%20OAKMONT%20DR%20NW%20Fulton%20County,%20GA",33.7590004,-84.448216
102,2040 CHICAGO AVE NW,2/28/23,"$94,000.00 ",94000,62.91834003,1494,1951,"2040 CHICAGO AVE NW Fulton County, GA","2040%20CHICAGO%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2040%20CHICAGO%20AVE%20NW%20Fulton%20County,%20GA",33.7643998,-84.4541238
103,2040 CHICAGO AVE NW,2/28/23,"$120,000.00 ",120000,80.32128514,1494,1951,"2040 CHICAGO AVE NW Fulton County, GA","2040%20CHICAGO%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2040%20CHICAGO%20AVE%20NW%20Fulton%20County,%20GA",33.7643998,-84.4541238
104,1822 NORTH ROCK SPRGS 1,2/28/23,"$212,000.00 ",212000,252.3809524,840,1960,"1822 NORTH ROCK SPRGS 1 Fulton County, GA","1822%20NORTH%20ROCK%20SPRGS%201%20Fulton%20County,%20GA","https://www.google.com/maps/search/1822%20NORTH%20ROCK%20SPRGS%201%20Fulton%20County,%20GA",33.8046489,-84.3665834
105,6851 ROSWELL RD # F 3,2/28/23,"$220,000.00 ",220000,182.4212272,1206,1964,"6851 ROSWELL RD # F 3 Fulton County, GA","6851%20ROSWELL%20RD%20#%20F%203%20Fulton%20County,%20GA","https://www.google.com/maps/search/6851%20ROSWELL%20RD%20#%20F%203%20Fulton%20County,%20GA",33.9416795,-84.3726524
1176,1071 DAVIS CIR NW # R,1/27/23,"$565,300.00 ",565300,282.65,2000,2004,"1071 DAVIS CIR NW # R Fulton County, GA","1071%20DAVIS%20CIR%20NW%20#%20R%20Fulton%20County,%20GA","https://www.google.com/maps/search/1071%20DAVIS%20CIR%20NW%20#%20R%20Fulton%20County,%20GA",33.80328243,-84.4228882
107,2255 PEACHTREE RD NE # 820,2/28/23,"$315,000.00 ",315000,305.8252427,1030,2004,"2255 PEACHTREE RD NE # 820 Fulton County, GA","2255%20PEACHTREE%20RD%20NE%20#%20820%20Fulton%20County,%20GA","https://www.google.com/maps/search/2255%20PEACHTREE%20RD%20NE%20#%20820%20Fulton%20County,%20GA",33.8395469,-84.3796722
108,329 BROADLAND RD NW,2/28/23,"$1,407,500.00 ",1407500,430.1650367,3272,1963,"329 BROADLAND RD NW Fulton County, GA","329%20BROADLAND%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/329%20BROADLAND%20RD%20NW%20Fulton%20County,%20GA",33.868611,-84.3987369
2026,112 GLENROSE CIR SW,3/28/23,"$264,000.00 ",264000,261.9047619,1008,1963,"112 GLENROSE CIR SW Fulton County, GA","112%20GLENROSE%20CIR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/112%20GLENROSE%20CIR%20SW%20Fulton%20County,%20GA",33.67037311,-84.39259069
110,2857 RIDGEVIEW DR,2/28/23,"$250,000.00 ",250000,168.0107527,1488,2007,"2857 RIDGEVIEW DR Fulton County, GA","2857%20RIDGEVIEW%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2857%20RIDGEVIEW%20DR%20Fulton%20County,%20GA",33.6674587,-84.4925459
111,3346 CASCADE PARC BLVD SW,2/28/23,"$328,000.00 ",328000,135.6492969,2418,2018,"3346 CASCADE PARC BLVD SW Fulton County, GA","3346%20CASCADE%20PARC%20BLVD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3346%20CASCADE%20PARC%20BLVD%20SW%20Fulton%20County,%20GA",33.7028406,-84.4966746
112,3346 CASCADE PARC BLVD SW,2/13/23,"$328,000.00 ",328000,135.6492969,2418,2018,"3346 CASCADE PARC BLVD SW Fulton County, GA","3346%20CASCADE%20PARC%20BLVD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3346%20CASCADE%20PARC%20BLVD%20SW%20Fulton%20County,%20GA",33.7028406,-84.4966746
113,3468 MEADOWLANE PL SW,2/28/23,"$205,000.00 ",205000,165.3225806,1240,1990,"3468 MEADOWLANE PL SW Fulton County, GA","3468%20MEADOWLANE%20PL%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3468%20MEADOWLANE%20PL%20SW%20Fulton%20County,%20GA",33.6919484,-84.5014279
114,3468 MEADOWLANE PL SW,2/16/23,"$205,000.00 ",205000,165.3225806,1240,1990,"3468 MEADOWLANE PL SW Fulton County, GA","3468%20MEADOWLANE%20PL%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3468%20MEADOWLANE%20PL%20SW%20Fulton%20County,%20GA",33.6919484,-84.5014279
115,911 LINDBERGH DR NE,2/28/23,"$513,762.00 ",513762,254.0860534,2022,1953,"911 LINDBERGH DR NE Fulton County, GA","911%20LINDBERGH%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/911%20LINDBERGH%20DR%20NE%20Fulton%20County,%20GA",33.8201796,-84.3579213
118,924 GARRETT ST # 207,2/27/23,"$259,000.00 ",259000,424.5901639,610,2005,"924 GARRETT ST # 207 Fulton County, GA","924%20GARRETT%20ST%20#%20207%20Fulton%20County,%20GA","https://www.google.com/maps/search/924%20GARRETT%20ST%20#%20207%20Fulton%20County,%20GA",33.74077635,-84.35784125
121,502 PRYOR ST # 320,2/27/23,"$150,000.00 ",150000,200,750,2002,"502 PRYOR ST # 320 Fulton County, GA","502%20PRYOR%20ST%20#%20320%20Fulton%20County,%20GA","https://www.google.com/maps/search/502%20PRYOR%20ST%20#%20320%20Fulton%20County,%20GA",33.7413927,-84.394003
122,238 WALKER ST SW UNIT 17,2/27/23,"$348,800.00 ",348800,237.2789116,1470,2006,"238 WALKER ST SW UNIT 17 Fulton County, GA","238%20WALKER%20ST%20SW%20UNIT%2017%20Fulton%20County,%20GA","https://www.google.com/maps/search/238%20WALKER%20ST%20SW%20UNIT%2017%20Fulton%20County,%20GA",33.7483676,-84.4022917
123,3216 DOGWOOD DR,2/27/23,"$399,990.00 ",399990,245.0919118,1632,1928,"3216 DOGWOOD DR Fulton County, GA","3216%20DOGWOOD%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3216%20DOGWOOD%20DR%20Fulton%20County,%20GA",33.6665253,-84.4082916
124,220 MOUNT ZION RD,2/27/23,"$175,000.00 ",175000,196.4085297,891,1950,"220 MOUNT ZION RD Fulton County, GA","220%20MOUNT%20ZION%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/220%20MOUNT%20ZION%20RD%20Fulton%20County,%20GA",33.6727966,-84.4005865
125,2967 METROPOLITAN PKWY SW,2/27/23,"$399,000.00 ",399000,77.47572816,5150,0,"2967 METROPOLITAN PKWY SW Fulton County, GA","2967%20METROPOLITAN%20PKWY%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2967%20METROPOLITAN%20PKWY%20SW%20Fulton%20County,%20GA",33.6742286,-84.408956
126,2952 HOLLAND CT,2/27/23,"$319,000.00 ",319000,295.3703704,1080,1975,"2952 HOLLAND CT Fulton County, GA","2952%20HOLLAND%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/2952%20HOLLAND%20CT%20Fulton%20County,%20GA",33.6747196,-84.4374722
128,1651 SOUTH GORDON ST SW,2/27/23,"$475,000.00 ",475000,198.6616478,2391,1927,"1651 SOUTH GORDON ST SW Fulton County, GA","1651%20SOUTH%20GORDON%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1651%20SOUTH%20GORDON%20ST%20SW%20Fulton%20County,%20GA",33.7399176,-84.4419022
131,100 ALDEN AVE NW # C5,2/27/23,"$255,000.00 ",255000,369.5652174,690,1960,"100 ALDEN AVE NW # C5 Fulton County, GA","100%20ALDEN%20AVE%20NW%20#%20C5%20Fulton%20County,%20GA","https://www.google.com/maps/search/100%20ALDEN%20AVE%20NW%20#%20C5%20Fulton%20County,%20GA",33.8003975,-84.3962946
132,2734 PEACHTREE RD NW A304,2/27/23,"$357,000.00 ",357000,238,1500,1968,"2734 PEACHTREE RD NW A304 Fulton County, GA","2734%20PEACHTREE%20RD%20NW%20A304%20Fulton%20County,%20GA","https://www.google.com/maps/search/2734%20PEACHTREE%20RD%20NW%20A304%20Fulton%20County,%20GA",33.8295707,-84.3883202
134,3286 NORTHSIDE PKWY NW # 901,2/27/23,"$840,000.00 ",840000,302.2670025,2779,2001,"3286 NORTHSIDE PKWY NW # 901 Fulton County, GA","3286%20NORTHSIDE%20PKWY%20NW%20#%20901%20Fulton%20County,%20GA","https://www.google.com/maps/search/3286%20NORTHSIDE%20PKWY%20NW%20#%20901%20Fulton%20County,%20GA",33.8442837,-84.426256
136,4845 TANGLEWOOD CT,2/27/23,"$1,650,000.00 ",1650000,361.4457831,4565,1986,"4845 TANGLEWOOD CT Fulton County, GA","4845%20TANGLEWOOD%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/4845%20TANGLEWOOD%20CT%20Fulton%20County,%20GA",33.8892687,-84.412055
137,1109 RIVER GREEN DR,2/27/23,"$310,000.00 ",310000,258.3333333,1200,1991,"1109 RIVER GREEN DR Fulton County, GA","1109%20RIVER%20GREEN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1109%20RIVER%20GREEN%20DR%20Fulton%20County,%20GA",33.8630529,-84.4483944
138,5600 FELDWOOD RD,2/27/23,"$297,000.00 ",297000,242.6470588,1224,1910,"5600 FELDWOOD RD Fulton County, GA","5600%20FELDWOOD%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/5600%20FELDWOOD%20RD%20Fulton%20County,%20GA",33.6037863,-84.5155625
139,5335 FOREST DOWNS LN,2/27/23,"$186,111.00 ",186111,110.5172209,1684,1988,"5335 FOREST DOWNS LN Fulton County, GA","5335%20FOREST%20DOWNS%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/5335%20FOREST%20DOWNS%20LN%20Fulton%20County,%20GA",33.6096064,-84.5546299
141,1399 HEIGHTS PARK DR,2/27/23,"$415,000.00 ",415000,189.3248175,2192,2020,"1399 HEIGHTS PARK DR Fulton County, GA","1399%20HEIGHTS%20PARK%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1399%20HEIGHTS%20PARK%20DR%20Fulton%20County,%20GA",33.7156142,-84.3512267
142,273 GLENWOOD AVE SE UNIT A,2/27/23,"$845,000.00 ",845000,328.2828283,2574,2018,"273 GLENWOOD AVE SE UNIT A Fulton County, GA","273%20GLENWOOD%20AVE%20SE%20UNIT%20A%20Fulton%20County,%20GA","https://www.google.com/maps/search/273%20GLENWOOD%20AVE%20SE%20UNIT%20A%20Fulton%20County,%20GA",33.7422333,-84.378796
143,3061 HIGHBURY TRL SW,2/27/23,"$200,000.00 ",200000,170.9401709,1170,1961,"3061 HIGHBURY TRL SW Fulton County, GA","3061%20HIGHBURY%20TRL%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3061%20HIGHBURY%20TRL%20SW%20Fulton%20County,%20GA",33.6711873,-84.3919981
144,245 AMAL DR 5010,2/27/23,"$219,900.00 ",219900,156.8473609,1402,2003,"245 AMAL DR 5010 Fulton County, GA","245%20AMAL%20DR%205010%20Fulton%20County,%20GA","https://www.google.com/maps/search/245%20AMAL%20DR%205010%20Fulton%20County,%20GA",33.7068998,-84.3957129
145,3009 BAYARD ST,2/27/23,"$425,100.00 ",425100,213.5107986,1991,1930,"3009 BAYARD ST Fulton County, GA","3009%20BAYARD%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/3009%20BAYARD%20ST%20Fulton%20County,%20GA",33.6731089,-84.4321599
146,2220 NEWNAN ST,2/27/23,"$317,162.00 ",317162,241.0045593,1316,1926,"2220 NEWNAN ST Fulton County, GA","2220%20NEWNAN%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/2220%20NEWNAN%20ST%20Fulton%20County,%20GA",33.6942615,-84.4333701
147,2334 EDGEWATER DR SW,2/27/23,"$385,000.00 ",385000,239.1304348,1610,1950,"2334 EDGEWATER DR SW Fulton County, GA","2334%20EDGEWATER%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2334%20EDGEWATER%20DR%20SW%20Fulton%20County,%20GA",33.7307612,-84.4629699
