,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,full_address,Address_URL,url,lat,long
1872,3040 PEACHTREE RD # 1808,1/6/23,"$320,500.00 ",320500,400.625,800,2006,"3040 PEACHTREE RD # 1808 Fulton County, GA","3040%20PEACHTREE%20RD%20#%201808%20Fulton%20County,%20GA","https://www.google.com/maps/search/3040%20PEACHTREE%20RD%20#%201808%20Fulton%20County,%20GA",33.83907429,-84.38188135
2167,3040 PEACHTREE RD # 205,3/6/23,"$238,000.00 ",238000,375.9873618,633,2006,"3040 PEACHTREE RD # 205 Fulton County, GA","3040%20PEACHTREE%20RD%20#%20205%20Fulton%20County,%20GA","https://www.google.com/maps/search/3040%20PEACHTREE%20RD%20#%20205%20Fulton%20County,%20GA",33.83907429,-84.38188135
1270,4282 ROSWELL RD NW # K 2,1/26/23,"$198,000.00 ",198000,215.6862745,918,1965,"4282 ROSWELL RD NW # K 2 Fulton County, GA","4282%20ROSWELL%20RD%20NW%20#%20K%202%20Fulton%20County,%20GA","https://www.google.com/maps/search/4282%20ROSWELL%20RD%20NW%20#%20K%202%20Fulton%20County,%20GA",33.8554247,-84.3826603
733,3040 PEACHTREE RD # 506,2/8/23,"$269,000.00 ",269000,336.25,800,2006,"3040 PEACHTREE RD # 506 Fulton County, GA","3040%20PEACHTREE%20RD%20#%20506%20Fulton%20County,%20GA","https://www.google.com/maps/search/3040%20PEACHTREE%20RD%20#%20506%20Fulton%20County,%20GA",33.83907429,-84.38188135
1273,638 HOME AVE SE,1/26/23,"$554,900.00 ",554900,433.1772053,1281,1930,"638 HOME AVE SE Fulton County, GA","638%20HOME%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/638%20HOME%20AVE%20SE%20Fulton%20County,%20GA",33.7295371,-84.3665814
1274,215 PIEDMONT AVE NE 810,1/26/23,"$160,000.00 ",160000,242.4242424,660,1963,"215 PIEDMONT AVE NE 810 Fulton County, GA","215%20PIEDMONT%20AVE%20NE%20810%20Fulton%20County,%20GA","https://www.google.com/maps/search/215%20PIEDMONT%20AVE%20NE%20810%20Fulton%20County,%20GA",33.7602518,-84.3815725
1278,2085 PINE CONE DR SW,1/26/23,"$299,000.00 ",299000,246.69967,1212,1990,"2085 PINE CONE DR SW Fulton County, GA","2085%20PINE%20CONE%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2085%20PINE%20CONE%20DR%20SW%20Fulton%20County,%20GA",33.698792,-84.5006084
1279,339 SOUTH ESPLANADE,1/26/23,"$1,360,000.00 ",1360000,477.1929825,2850,2017,"339 SOUTH ESPLANADE Fulton County, GA","339%20SOUTH%20ESPLANADE%20Fulton%20County,%20GA","https://www.google.com/maps/search/339%20SOUTH%20ESPLANADE%20Fulton%20County,%20GA",34.070198,-84.2800772
1280,11200 ATLANTIS PL BLDG/STE D-2,1/25/23,"$628,000.00 ",628000,157.1571572,3996,2007,"11200 ATLANTIS PL BLDG/STE D-2 Fulton County, GA","11200%20ATLANTIS%20PL%20BLDG/STE%20D-2%20Fulton%20County,%20GA","https://www.google.com/maps/search/11200%20ATLANTIS%20PL%20BLDG/STE%20D-2%20Fulton%20County,%20GA",34.0505765,-84.2757608
1281,11200 ATLANTIS PL BLDG/STE E-2,1/25/23,"$628,000.00 ",628000,447.9315264,1402,0,"11200 ATLANTIS PL BLDG/STE E-2 Fulton County, GA","11200%20ATLANTIS%20PL%20BLDG/STE%20E-2%20Fulton%20County,%20GA","https://www.google.com/maps/search/11200%20ATLANTIS%20PL%20BLDG/STE%20E-2%20Fulton%20County,%20GA",34.0505765,-84.2757608
1282,639 WILLARD AVE SW,1/25/23,"$350,000.00 ",350000,236.0080917,1483,1930,"639 WILLARD AVE SW Fulton County, GA","639%20WILLARD%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/639%20WILLARD%20AVE%20SW%20Fulton%20County,%20GA",33.7380292,-84.4386207
1284,263 PEYTON PL SW,1/25/23,"$125,000.00 ",125000,124.0079365,1008,1976,"263 PEYTON PL SW Fulton County, GA","263%20PEYTON%20PL%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/263%20PEYTON%20PL%20SW%20Fulton%20County,%20GA",33.751272,-84.476954
1285,263 PEYTON PL SW,1/23/23,"$54,600.00 ",54600,54.16666667,1008,1976,"263 PEYTON PL SW Fulton County, GA","263%20PEYTON%20PL%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/263%20PEYTON%20PL%20SW%20Fulton%20County,%20GA",33.751272,-84.476954
728,3040 PEACHTREE RD # 906,2/8/23,"$285,000.00 ",285000,356.25,800,2006,"3040 PEACHTREE RD # 906 Fulton County, GA","3040%20PEACHTREE%20RD%20#%20906%20Fulton%20County,%20GA","https://www.google.com/maps/search/3040%20PEACHTREE%20RD%20#%20906%20Fulton%20County,%20GA",33.83907429,-84.38188135
1288,195 FOURTEENTH ST # 2203,1/25/23,"$475,000.00 ",475000,423.3511586,1122,2002,"195 FOURTEENTH ST # 2203 Fulton County, GA","195%20FOURTEENTH%20ST%20#%202203%20Fulton%20County,%20GA","https://www.google.com/maps/search/195%20FOURTEENTH%20ST%20#%202203%20Fulton%20County,%20GA",33.7859379,-84.3811071
1109,3047 LENOX RD NE # 1201,1/30/23,"$395,000.00 ",395000,272.0385675,1452,1999,"3047 LENOX RD NE # 1201 Fulton County, GA","3047%20LENOX%20RD%20NE%20#%201201%20Fulton%20County,%20GA","https://www.google.com/maps/search/3047%20LENOX%20RD%20NE%20#%201201%20Fulton%20County,%20GA",33.83800512,-84.35756392
1290,860 PEACHTREE ST # 1917,1/25/23,"$493,500.00 ",493500,413.6630344,1193,2005,"860 PEACHTREE ST # 1917 Fulton County, GA","860%20PEACHTREE%20ST%20#%201917%20Fulton%20County,%20GA","https://www.google.com/maps/search/860%20PEACHTREE%20ST%20#%201917%20Fulton%20County,%20GA",33.77825564,-84.38527415
1297,5860 BROOKGREEN RD NE,1/25/23,"$454,700.00 ",454700,216.6269652,2099,1957,"5860 BROOKGREEN RD NE Fulton County, GA","5860%20BROOKGREEN%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/5860%20BROOKGREEN%20RD%20NE%20Fulton%20County,%20GA",33.9149139,-84.3682881
1298,2870 PHARR COURT SOUTH NW # #506,1/25/23,"$292,000.00 ",292000,237.7850163,1228,1988,"2870 PHARR COURT SOUTH NW # #506 Fulton County, GA","2870%20PHARR%20COURT%20SOUTH%20NW%20#%20#506%20Fulton%20County,%20GA","https://www.google.com/maps/search/2870%20PHARR%20COURT%20SOUTH%20NW%20#%20#506%20Fulton%20County,%20GA",33.8338395,-84.3856789
1305,1865 LINWOOD AVE,1/25/23,"$370,000.00 ",370000,282.4427481,1310,1930,"1865 LINWOOD AVE Fulton County, GA","1865%20LINWOOD%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1865%20LINWOOD%20AVE%20Fulton%20County,%20GA",33.6804868,-84.4496535
1306,8950 NIBLICK DR,1/25/23,"$410,000.00 ",410000,233.7514253,1754,1987,"8950 NIBLICK DR Fulton County, GA","8950%20NIBLICK%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/8950%20NIBLICK%20DR%20Fulton%20County,%20GA",33.9920701,-84.2637616
1307,512 FEDERAL TER SE,1/25/23,"$203,000.00 ",203000,153.7878788,1320,1930,"512 FEDERAL TER SE Fulton County, GA","512%20FEDERAL%20TER%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/512%20FEDERAL%20TER%20SE%20Fulton%20County,%20GA",33.7153216,-84.3711752
1308,215 PIEDMONT AVE NE 802,1/25/23,"$198,000.00 ",198000,232.9411765,850,1963,"215 PIEDMONT AVE NE 802 Fulton County, GA","215%20PIEDMONT%20AVE%20NE%20802%20Fulton%20County,%20GA","https://www.google.com/maps/search/215%20PIEDMONT%20AVE%20NE%20802%20Fulton%20County,%20GA",33.7605694,-84.3812388
1309,11200 ATLANTIS PL BLDG/STE B-2,1/25/23,"$628,000.00 ",628000,157.1571572,3996,2007,"11200 ATLANTIS PL BLDG/STE B-2 Fulton County, GA","11200%20ATLANTIS%20PL%20BLDG/STE%20B-2%20Fulton%20County,%20GA","https://www.google.com/maps/search/11200%20ATLANTIS%20PL%20BLDG/STE%20B-2%20Fulton%20County,%20GA",34.0505765,-84.2757608
1312,177 HUNTERS COVE,1/24/23,"$255,000.00 ",255000,167.9841897,1518,1980,"177 HUNTERS COVE Fulton County, GA","177%20HUNTERS%20COVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/177%20HUNTERS%20COVE%20Fulton%20County,%20GA",34.0211369,-84.2924911
1161,3047 LENOX RD NE # 2307,1/27/23,"$370,000.00 ",370000,219.9762188,1682,1999,"3047 LENOX RD NE # 2307 Fulton County, GA","3047%20LENOX%20RD%20NE%20#%202307%20Fulton%20County,%20GA","https://www.google.com/maps/search/3047%20LENOX%20RD%20NE%20#%202307%20Fulton%20County,%20GA",33.83800512,-84.35756392
1317,933 AVEBURY DR,1/24/23,"$250,000.00 ",250000,185.8736059,1345,1945,"933 AVEBURY DR Fulton County, GA","933%20AVEBURY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/933%20AVEBURY%20DR%20Fulton%20County,%20GA",33.6841335,-84.419648
1322,243 ALBERTA DR NE,1/24/23,"$545,600.00 ",545600,381.5384615,1430,1938,"243 ALBERTA DR NE Fulton County, GA","243%20ALBERTA%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/243%20ALBERTA%20DR%20NE%20Fulton%20County,%20GA",33.8465538,-84.3800988
109,316 LOGAN ST NE # A,2/28/23,"$384,500.00 ",384500,369.7115385,1040,1989,"316 LOGAN ST NE # A Fulton County, GA","316%20LOGAN%20ST%20NE%20#%20A%20Fulton%20County,%20GA","https://www.google.com/maps/search/316%20LOGAN%20ST%20NE%20#%20A%20Fulton%20County,%20GA",33.74464736,-84.37735662
412,32 TWENTY EIGHTH ST # 203,2/17/23,"$175,000.00 ",175000,234.8993289,745,1954,"32 TWENTY EIGHTH ST # 203 Fulton County, GA","32%20TWENTY%20EIGHTH%20ST%20#%20203%20Fulton%20County,%20GA","https://www.google.com/maps/search/32%20TWENTY%20EIGHTH%20ST%20#%20203%20Fulton%20County,%20GA",33.80502431,-84.39582696
1325,401 SIXTEENTH ST NW # 1257,1/24/23,"$215,000.00 ",215000,286.6666667,750,2004,"401 SIXTEENTH ST NW # 1257 Fulton County, GA","401%20SIXTEENTH%20ST%20NW%20#%201257%20Fulton%20County,%20GA","https://www.google.com/maps/search/401%20SIXTEENTH%20ST%20NW%20#%201257%20Fulton%20County,%20GA",33.7889745,-84.4007174
1326,1806 SPRINGER ST NW,1/24/23,"$965,000.00 ",965000,364.0135798,2651,1925,"1806 SPRINGER ST NW Fulton County, GA","1806%20SPRINGER%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1806%20SPRINGER%20ST%20NW%20Fulton%20County,%20GA",33.8045084,-84.4174512
1330,378 AUBURN AVE NE,1/24/23,"$549,588.00 ",549588,140.4877301,3912,0,"378 AUBURN AVE NE Fulton County, GA","378%20AUBURN%20AVE%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/378%20AUBURN%20AVE%20NE%20Fulton%20County,%20GA",33.755651,-84.375164
1331,2204 SWALLOW CIR SE,1/24/23,"$192,500.00 ",192500,187.804878,1025,1960,"2204 SWALLOW CIR SE Fulton County, GA","2204%20SWALLOW%20CIR%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/2204%20SWALLOW%20CIR%20SE%20Fulton%20County,%20GA",33.6941683,-84.3860111
1337,324 THE CHACE,1/24/23,"$450,000.00 ",450000,250.2780868,1798,1980,"324 THE CHACE Fulton County, GA","324%20THE%20CHACE%20Fulton%20County,%20GA","https://www.google.com/maps/search/324%20THE%20CHACE%20Fulton%20County,%20GA",33.925077,-84.360946
1338,225 CAMDEN RD NE,1/24/23,"$2,150,000.00 ",2150000,420.0859711,5118,2006,"225 CAMDEN RD NE Fulton County, GA","225%20CAMDEN%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/225%20CAMDEN%20RD%20NE%20Fulton%20County,%20GA",33.8091473,-84.3859495
1340,1086 EDGEFIELD DR SW,1/24/23,"$327,000.00 ",327000,342.7672956,954,1950,"1086 EDGEFIELD DR SW Fulton County, GA","1086%20EDGEFIELD%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1086%20EDGEFIELD%20DR%20SW%20Fulton%20County,%20GA",33.7253854,-84.4294318
1341,1876 COLUMBIA AVE,1/24/23,"$700,000.00 ",700000,175,4000,0,"1876 COLUMBIA AVE Fulton County, GA","1876%20COLUMBIA%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1876%20COLUMBIA%20AVE%20Fulton%20County,%20GA",33.6520324,-84.4504577
1345,791 MARSTEVAN DR NE,1/24/23,"$846,500.00 ",846500,443.8909282,1907,1962,"791 MARSTEVAN DR NE Fulton County, GA","791%20MARSTEVAN%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/791%20MARSTEVAN%20DR%20NE%20Fulton%20County,%20GA",33.7941713,-84.3612493
1347,727 KIRKWOOD AVE SE,1/24/23,"$265,200.00 ",265200,148.4882419,1786,2001,"727 KIRKWOOD AVE SE Fulton County, GA","727%20KIRKWOOD%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/727%20KIRKWOOD%20AVE%20SE%20Fulton%20County,%20GA",33.7501617,-84.3634672
1348,165 RICHMOND ST SE,1/24/23,"$231,300.00 ",231300,231.7635271,998,1920,"165 RICHMOND ST SE Fulton County, GA","165%20RICHMOND%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/165%20RICHMOND%20ST%20SE%20Fulton%20County,%20GA",33.7398305,-84.3821928
2236,32 TWENTY EIGHTH ST # 205,3/2/23,"$189,000.00 ",189000,292.1174652,647,1954,"32 TWENTY EIGHTH ST # 205 Fulton County, GA","32%20TWENTY%20EIGHTH%20ST%20#%20205%20Fulton%20County,%20GA","https://www.google.com/maps/search/32%20TWENTY%20EIGHTH%20ST%20#%20205%20Fulton%20County,%20GA",33.80500158,-84.39575562
1356,2660 LINKS END,1/24/23,"$509,029.00 ",509029,246.6225775,2064,1984,"2660 LINKS END Fulton County, GA","2660%20LINKS%20END%20Fulton%20County,%20GA","https://www.google.com/maps/search/2660%20LINKS%20END%20Fulton%20County,%20GA",33.9780999,-84.2833239
1358,461 GLENWOOD PL SE,1/23/23,"$455,000.00 ",455000,498.9035088,912,1940,"461 GLENWOOD PL SE Fulton County, GA","461%20GLENWOOD%20PL%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/461%20GLENWOOD%20PL%20SE%20Fulton%20County,%20GA",33.741513,-84.3554878
1360,1425 JOSEPH E BOONE BLVD NW # 104A,1/23/23,"$30,000.00 ",30000,50,600,1965,"1425 JOSEPH E BOONE BLVD NW # 104A Fulton County, GA","1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20104A%20Fulton%20County,%20GA","https://www.google.com/maps/search/1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20104A%20Fulton%20County,%20GA",33.7637581,-84.4335814
1361,1425 JOSEPH E BOONE BLVD NW # 104A,1/23/23,"$40,000.00 ",40000,66.66666667,600,1965,"1425 JOSEPH E BOONE BLVD NW # 104A Fulton County, GA","1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20104A%20Fulton%20County,%20GA","https://www.google.com/maps/search/1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20104A%20Fulton%20County,%20GA",33.7637581,-84.4335814
1362,1425 JOSEPH E BOONE BLVD NW # 201 C,1/23/23,"$30,000.00 ",30000,50,600,1965,"1425 JOSEPH E BOONE BLVD NW # 201 C Fulton County, GA","1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20201%20C%20Fulton%20County,%20GA","https://www.google.com/maps/search/1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20201%20C%20Fulton%20County,%20GA",33.7637581,-84.4335814
1363,1425 JOSEPH E BOONE BLVD NW # 201 C,1/23/23,"$40,000.00 ",40000,66.66666667,600,1965,"1425 JOSEPH E BOONE BLVD NW # 201 C Fulton County, GA","1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20201%20C%20Fulton%20County,%20GA","https://www.google.com/maps/search/1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20201%20C%20Fulton%20County,%20GA",33.7637581,-84.4335814
1364,1272 WESTRIDGE RD SW,1/23/23,"$359,000.00 ",359000,269.924812,1330,1947,"1272 WESTRIDGE RD SW Fulton County, GA","1272%20WESTRIDGE%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1272%20WESTRIDGE%20RD%20SW%20Fulton%20County,%20GA",33.720503,-84.4466125
1365,2895 RENFRO DR NW,1/23/23,"$149,000.00 ",149000,119.3910256,1248,1955,"2895 RENFRO DR NW Fulton County, GA","2895%20RENFRO%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2895%20RENFRO%20DR%20NW%20Fulton%20County,%20GA",33.768113,-84.4727014
1366,2895 RENFRO DR NW,1/20/23,"$195,000.00 ",195000,156.25,1248,1955,"2895 RENFRO DR NW Fulton County, GA","2895%20RENFRO%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2895%20RENFRO%20DR%20NW%20Fulton%20County,%20GA",33.768113,-84.4727014
1367,926 SOCIETY CIR,1/23/23,"$327,000.00 ",327000,218.5828877,1496,2020,"926 SOCIETY CIR Fulton County, GA","926%20SOCIETY%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/926%20SOCIETY%20CIR%20Fulton%20County,%20GA",33.7469798,-84.5004644
1368,1050 PIEDMONT AVE # 11,1/23/23,"$235,000.00 ",235000,341.0740203,689,1984,"1050 PIEDMONT AVE # 11 Fulton County, GA","1050%20PIEDMONT%20AVE%20#%2011%20Fulton%20County,%20GA","https://www.google.com/maps/search/1050%20PIEDMONT%20AVE%20#%2011%20Fulton%20County,%20GA",33.78338957,-84.38016491
1369,1008 CAMDEN CT,1/23/23,"$290,000.00 ",290000,206.5527066,1404,1983,"1008 CAMDEN CT Fulton County, GA","1008%20CAMDEN%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/1008%20CAMDEN%20CT%20Fulton%20County,%20GA",33.9093883,-84.4223094
2161,3247 OLD JONESBORO RD,3/6/23,"$112,965.00 ",112965,122.2564935,924,1945,"3247 OLD JONESBORO RD Fulton County, GA","3247%20OLD%20JONESBORO%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/3247%20OLD%20JONESBORO%20RD%20Fulton%20County,%20GA",33.6676033,-84.40369715
1371,4099 RANDALL MILL RD NW,1/23/23,"$2,700,000.00 ",2700000,564.6173149,4782,2019,"4099 RANDALL MILL RD NW Fulton County, GA","4099%20RANDALL%20MILL%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/4099%20RANDALL%20MILL%20RD%20NW%20Fulton%20County,%20GA",33.8668853,-84.4283036
1372,4099 RANDALL MILL RD NW,1/19/23,"$2,700,000.00 ",2700000,564.6173149,4782,2019,"4099 RANDALL MILL RD NW Fulton County, GA","4099%20RANDALL%20MILL%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/4099%20RANDALL%20MILL%20RD%20NW%20Fulton%20County,%20GA",33.8668853,-84.4283036
1373,3369 LENOX RD NE,1/23/23,"$6,000,000.00 ",6000000,367.6470588,16320,0,"3369 LENOX RD NE Fulton County, GA","3369%20LENOX%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/3369%20LENOX%20RD%20NE%20Fulton%20County,%20GA",33.8470552,-84.3591156
1374,3501 ROSWELL RD NE # 505,1/23/23,"$215,000.00 ",215000,222.5672878,966,1963,"3501 ROSWELL RD NE # 505 Fulton County, GA","3501%20ROSWELL%20RD%20NE%20#%20505%20Fulton%20County,%20GA","https://www.google.com/maps/search/3501%20ROSWELL%20RD%20NE%20#%20505%20Fulton%20County,%20GA",33.850818,-84.3825828
1376,1107 MOORES MILL RD NW,1/23/23,"$4,100,000.00 ",4100000,436.3558961,9396,2020,"1107 MOORES MILL RD NW Fulton County, GA","1107%20MOORES%20MILL%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1107%20MOORES%20MILL%20RD%20NW%20Fulton%20County,%20GA",33.8357128,-84.4237154
1379,1205 WATERVILLE CT # 225,1/23/23,"$135,000.00 ",135000,153.4090909,880,1985,"1205 WATERVILLE CT # 225 Fulton County, GA","1205%20WATERVILLE%20CT%20#%20225%20Fulton%20County,%20GA","https://www.google.com/maps/search/1205%20WATERVILLE%20CT%20#%20225%20Fulton%20County,%20GA",33.989188,-84.267428
1380,1205 WATERVILLE CT # 225,1/23/23,"$185,000.00 ",185000,210.2272727,880,1985,"1205 WATERVILLE CT # 225 Fulton County, GA","1205%20WATERVILLE%20CT%20#%20225%20Fulton%20County,%20GA","https://www.google.com/maps/search/1205%20WATERVILLE%20CT%20#%20225%20Fulton%20County,%20GA",33.989188,-84.267428
1381,800 PEACHTREE ST # 8604,1/23/23,"$332,000.00 ",332000,309.7014925,1072,1927,"800 PEACHTREE ST # 8604 Fulton County, GA","800%20PEACHTREE%20ST%20#%208604%20Fulton%20County,%20GA","https://www.google.com/maps/search/800%20PEACHTREE%20ST%20#%208604%20Fulton%20County,%20GA",33.7762272,-84.3844471
1382,120 RALPH MCGILL BLVD NE # 1306,1/23/23,"$285,000.00 ",285000,257.918552,1105,1974,"120 RALPH MCGILL BLVD NE # 1306 Fulton County, GA","120%20RALPH%20MCGILL%20BLVD%20NE%20#%201306%20Fulton%20County,%20GA","https://www.google.com/maps/search/120%20RALPH%20MCGILL%20BLVD%20NE%20#%201306%20Fulton%20County,%20GA",33.7647676,-84.3837324
1390,2336 DABNEY TER,1/23/23,"$131,200.00 ",131200,101.3910355,1294,1955,"2336 DABNEY TER Fulton County, GA","2336%20DABNEY%20TER%20Fulton%20County,%20GA","https://www.google.com/maps/search/2336%20DABNEY%20TER%20Fulton%20County,%20GA",33.6802793,-84.4651556
1392,944 NORTH EUGENIA PL NW,1/23/23,"$155,000.00 ",155000,165.5982906,936,1971,"944 NORTH EUGENIA PL NW Fulton County, GA","944%20NORTH%20EUGENIA%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/944%20NORTH%20EUGENIA%20PL%20NW%20Fulton%20County,%20GA",33.7809488,-84.4524094
1370,3286 NORTHSIDE DR NW # 807,1/23/23,"$1,050,000.00 ",1050000,271.5985515,3866,2001,"3286 NORTHSIDE DR NW # 807 Fulton County, GA","3286%20NORTHSIDE%20DR%20NW%20#%20807%20Fulton%20County,%20GA","https://www.google.com/maps/search/3286%20NORTHSIDE%20DR%20NW%20#%20807%20Fulton%20County,%20GA",33.84427249,-84.42634513
1396,5400 ROSWELL RD NE N6,1/23/23,"$265,000.00 ",265000,255.0529355,1039,1966,"5400 ROSWELL RD NE N6 Fulton County, GA","5400%20ROSWELL%20RD%20NE%20N6%20Fulton%20County,%20GA","https://www.google.com/maps/search/5400%20ROSWELL%20RD%20NE%20N6%20Fulton%20County,%20GA",33.90314,-84.3799377
1397,2255 PEACHTREE RD NE # 825,1/23/23,"$225,000.00 ",225000,303.6437247,741,2004,"2255 PEACHTREE RD NE # 825 Fulton County, GA","2255%20PEACHTREE%20RD%20NE%20#%20825%20Fulton%20County,%20GA","https://www.google.com/maps/search/2255%20PEACHTREE%20RD%20NE%20#%20825%20Fulton%20County,%20GA",33.8395469,-84.3796722
1398,1244 ATLANTIC DR NW,1/23/23,"$510,000.00 ",510000,411.9547658,1238,1948,"1244 ATLANTIC DR NW Fulton County, GA","1244%20ATLANTIC%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1244%20ATLANTIC%20DR%20NW%20Fulton%20County,%20GA",33.7887465,-84.3978801
1399,480 JOHN WESLEY DOBBS AVE UNIT 335,1/23/23,"$363,000.00 ",363000,354.1463415,1025,2008,"480 JOHN WESLEY DOBBS AVE UNIT 335 Fulton County, GA","480%20JOHN%20WESLEY%20DOBBS%20AVE%20UNIT%20335%20Fulton%20County,%20GA","https://www.google.com/maps/search/480%20JOHN%20WESLEY%20DOBBS%20AVE%20UNIT%20335%20Fulton%20County,%20GA",33.759763,-84.3715726
1402,11384 MUSETTE CIR,1/23/23,"$480,000.00 ",480000,196.0784314,2448,2005,"11384 MUSETTE CIR Fulton County, GA","11384%20MUSETTE%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/11384%20MUSETTE%20CIR%20Fulton%20County,%20GA",34.0548006,-84.3010881
1404,1824 LIBERTY LN,1/20/23,"$315,000.00 ",315000,311.2648221,1012,1950,"1824 LIBERTY LN Fulton County, GA","1824%20LIBERTY%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/1824%20LIBERTY%20LN%20Fulton%20County,%20GA",34.028438,-84.353112
1406,146 WEST RIDGE WAY,1/20/23,"$467,000.00 ",467000,160.0411241,2918,2003,"146 WEST RIDGE WAY Fulton County, GA","146%20WEST%20RIDGE%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/146%20WEST%20RIDGE%20WAY%20Fulton%20County,%20GA",34.0122191,-84.2979924
1407,170 SOCIETY ST,1/20/23,"$929,000.00 ",929000,247.9316787,3747,2004,"170 SOCIETY ST Fulton County, GA","170%20SOCIETY%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/170%20SOCIETY%20ST%20Fulton%20County,%20GA",34.0434128,-84.2780883
1408,8580 NIBLICK DR,1/20/23,"$430,000.00 ",430000,240.2234637,1790,1986,"8580 NIBLICK DR Fulton County, GA","8580%20NIBLICK%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/8580%20NIBLICK%20DR%20Fulton%20County,%20GA",33.9888071,-84.2633936
1410,841 FREDERICA ST NE # 12,1/20/23,"$296,500.00 ",296500,428.4682081,692,2000,"841 FREDERICA ST NE # 12 Fulton County, GA","841%20FREDERICA%20ST%20NE%20#%2012%20Fulton%20County,%20GA","https://www.google.com/maps/search/841%20FREDERICA%20ST%20NE%20#%2012%20Fulton%20County,%20GA",33.7773936,-84.3550577
1411,821 RALPH MCGILL BLVD NE # 3410,1/20/23,"$380,000.00 ",380000,352.8319406,1077,2001,"821 RALPH MCGILL BLVD NE # 3410 Fulton County, GA","821%20RALPH%20MCGILL%20BLVD%20NE%20#%203410%20Fulton%20County,%20GA","https://www.google.com/maps/search/821%20RALPH%20MCGILL%20BLVD%20NE%20#%203410%20Fulton%20County,%20GA",33.7675305,-84.3591993
1412,878 PEACHTREE ST NE 826,1/20/23,"$197,000.00 ",197000,382.5242718,515,1951,"878 PEACHTREE ST NE 826 Fulton County, GA","878%20PEACHTREE%20ST%20NE%20826%20Fulton%20County,%20GA","https://www.google.com/maps/search/878%20PEACHTREE%20ST%20NE%20826%20Fulton%20County,%20GA",33.7790109,-84.3854352
1413,1109 SELWIN AVE SW,1/20/23,"$175,000.00 ",175000,132.2751323,1323,1920,"1109 SELWIN AVE SW Fulton County, GA","1109%20SELWIN%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1109%20SELWIN%20AVE%20SW%20Fulton%20County,%20GA",33.7247263,-84.4263959
1416,1473 WESTVIEW DR SW,1/20/23,"$200,000.00 ",200000,132.8903654,1505,1945,"1473 WESTVIEW DR SW Fulton County, GA","1473%20WESTVIEW%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1473%20WESTVIEW%20DR%20SW%20Fulton%20County,%20GA",33.7477145,-84.4357699
