,Address,sale_date,sale_price,salePrice_numeric,price_SF,sq_ft,yr_built,unique_ID,full_address,Address_URL,url,lat,long
1097,6561 BEACON DR,4/17/23,"$583,000.00 ",583000,362.5621891,1608,2022,6561BEACONDR-2023-04-17-583000,"6561 BEACON DR Fulton County, GA","6561%20BEACON%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/6561%20BEACON%20DR%20Fulton%20County,%20GA",33.9368115,-84.3655359
1098,2330 BLACKHEATH TRC,4/17/23,"$2,400,000.00 ",2400000,426.8943436,5622,1999,2330BLACKHEATHTRC-2023-04-17-2400000,"2330 BLACKHEATH TRC Fulton County, GA","2330%20BLACKHEATH%20TRC%20Fulton%20County,%20GA","https://www.google.com/maps/search/2330%20BLACKHEATH%20TRC%20Fulton%20County,%20GA",34.0808968,-84.2164139
1099,2665 NORTHSIDE DR NW,4/17/23,"$1,275,000.00 ",1275000,325.9202454,3912,1920,2665NORTHSIDEDRNW-2023-04-17-1275000,"2665 NORTHSIDE DR NW Fulton County, GA","2665%20NORTHSIDE%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2665%20NORTHSIDE%20DR%20NW%20Fulton%20County,%20GA",33.8273063,-84.4071509
1100,5559 GLENRIDGE DR NE 1208,4/17/23,"$232,000.00 ",232000,281.2121212,825,2000,5559GLENRIDGEDRNE1208-2023-04-17-232000,"5559 GLENRIDGE DR NE 1208 Fulton County, GA","5559%20GLENRIDGE%20DR%20NE%201208%20Fulton%20County,%20GA","https://www.google.com/maps/search/5559%20GLENRIDGE%20DR%20NE%201208%20Fulton%20County,%20GA",33.9060595,-84.3672108
1101,11213 CALYPSO DR,4/17/23,"$455,000.00 ",455000,264.5348837,1720,2006,11213CALYPSODR-2023-04-17-455000,"11213 CALYPSO DR Fulton County, GA","11213%20CALYPSO%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/11213%20CALYPSO%20DR%20Fulton%20County,%20GA",34.0536477,-84.3007768
1102,104 MASONS CREEK CIR,4/17/23,"$352,000.00 ",352000,220,1600,2001,104MASONSCREEKCIR-2023-04-17-352000,"104 MASONS CREEK CIR Fulton County, GA","104%20MASONS%20CREEK%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/104%20MASONS%20CREEK%20CIR%20Fulton%20County,%20GA",33.9920893,-84.3405771
1103,9615 RED BIRD LN,4/17/23,"$555,000.00 ",555000,215.4503106,2576,1989,9615REDBIRDLN-2023-04-17-555000,"9615 RED BIRD LN Fulton County, GA","9615%20RED%20BIRD%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/9615%20RED%20BIRD%20LN%20Fulton%20County,%20GA",34.0156666,-84.2157346
1104,148 MAISON PL NW,4/17/23,"$380,000.00 ",380000,217.1428571,1750,1968,148MAISONPLNW-2023-04-17-380000,"148 MAISON PL NW Fulton County, GA","148%20MAISON%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/148%20MAISON%20PL%20NW%20Fulton%20County,%20GA",33.8161973,-84.4249199
1105,2200 SPALDING DR,4/17/23,"$820,000.00 ",820000,223.0078869,3677,1979,2200SPALDINGDR-2023-04-17-820000,"2200 SPALDING DR Fulton County, GA","2200%20SPALDING%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2200%20SPALDING%20DR%20Fulton%20County,%20GA",33.9804699,-84.317773
1106,378 YONKERS AVE NW,3/13/23,"$340,000.00 ",340000,153.7765717,2211,2008,378YONKERSAVENW-2023-03-13-340000,"378 YONKERS AVE NW Fulton County, GA","378%20YONKERS%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/378%20YONKERS%20AVE%20NW%20Fulton%20County,%20GA",33.76543,-84.4547799
1107,21 PEACHTREE MEMORIAL DR 5,4/17/23,"$328,000.00 ",328000,360.8360836,909,1935,21PEACHTREEMEMORIALDR5-2023-04-17-328000,"21 PEACHTREE MEMORIAL DR 5 Fulton County, GA","21%20PEACHTREE%20MEMORIAL%20DR%205%20Fulton%20County,%20GA","https://www.google.com/maps/search/21%20PEACHTREE%20MEMORIAL%20DR%205%20Fulton%20County,%20GA",33.8169151,-84.3911888
1108,5410 HIGH POINT RD LOT 20,4/17/23,"$1,925,000.00 ",1925000,251.7656291,7646,2016,5410HIGHPOINTRDLOT20-2023-04-17-1925000,"5410 HIGH POINT RD LOT 20 Fulton County, GA","5410%20HIGH%20POINT%20RD%20LOT%2020%20Fulton%20County,%20GA","https://www.google.com/maps/search/5410%20HIGH%20POINT%20RD%20LOT%2020%20Fulton%20County,%20GA",33.903,-84.3669106
1109,102 RIVERSGATE DR,4/17/23,"$550,000.00 ",550000,194.4837341,2828,2008,102RIVERSGATEDR-2023-04-17-550000,"102 RIVERSGATE DR Fulton County, GA","102%20RIVERSGATE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/102%20RIVERSGATE%20DR%20Fulton%20County,%20GA",33.9024051,-84.4383204
1110,1130 PIEDMONT RD # 802,4/17/23,"$650,000.00 ",650000,423.1770833,1536,1988,1130PIEDMONTRD#802-2023-04-17-650000,"1130 PIEDMONT RD # 802 Fulton County, GA","1130%20PIEDMONT%20RD%20#%20802%20Fulton%20County,%20GA","https://www.google.com/maps/search/1130%20PIEDMONT%20RD%20#%20802%20Fulton%20County,%20GA",34.3123619,-83.8433237
1111,8201 HEWLETT RD,4/17/23,"$1,925,000.00 ",1925000,347.347528,5542,2019,8201HEWLETTRD-2023-04-17-1925000,"8201 HEWLETT RD Fulton County, GA","8201%20HEWLETT%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/8201%20HEWLETT%20RD%20Fulton%20County,%20GA",33.9784876,-84.329286
1112,9685 AUTRY FALLS DR,4/17/23,"$1,430,000.00 ",1430000,285.3152434,5012,2000,9685AUTRYFALLSDR-2023-04-17-1430000,"9685 AUTRY FALLS DR Fulton County, GA","9685%20AUTRY%20FALLS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/9685%20AUTRY%20FALLS%20DR%20Fulton%20County,%20GA",34.0203064,-84.2369764
1113,7745 JANANN WAY,4/17/23,"$860,000.00 ",860000,189.5943563,4536,1986,7745JANANNWAY-2023-04-17-860000,"7745 JANANN WAY Fulton County, GA","7745%20JANANN%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/7745%20JANANN%20WAY%20Fulton%20County,%20GA",33.967871,-84.268681
1114,3315 HABERSHAM RD NW,4/17/23,"$1,450,000.00 ",1450000,638.2042254,2272,1936,3315HABERSHAMRDNW-2023-04-17-1450000,"3315 HABERSHAM RD NW Fulton County, GA","3315%20HABERSHAM%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3315%20HABERSHAM%20RD%20NW%20Fulton%20County,%20GA",33.8457155,-84.3951247
1115,560 AMBERIDGE TRL,4/17/23,"$690,000.00 ",690000,405.8823529,1700,1960,560AMBERIDGETRL-2023-04-17-690000,"560 AMBERIDGE TRL Fulton County, GA","560%20AMBERIDGE%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/560%20AMBERIDGE%20TRL%20Fulton%20County,%20GA",33.9335961,-84.405304
1116,435 OGLETHORPE LN,4/17/23,"$828,000.00 ",828000,248.1270602,3337,1999,435OGLETHORPELN-2023-04-17-828000,"435 OGLETHORPE LN Fulton County, GA","435%20OGLETHORPE%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/435%20OGLETHORPE%20LN%20Fulton%20County,%20GA",34.0425047,-84.1975537
1117,1080 PEACHTREE ST NE UNIT 1313,4/17/23,"$399,900.00 ",399900,506.8441065,789,2008,1080PEACHTREESTNEUNIT1313-2023-04-17-399900,"1080 PEACHTREE ST NE UNIT 1313 Fulton County, GA","1080%20PEACHTREE%20ST%20NE%20UNIT%201313%20Fulton%20County,%20GA","https://www.google.com/maps/search/1080%20PEACHTREE%20ST%20NE%20UNIT%201313%20Fulton%20County,%20GA",33.7838046,-84.3838692
1118,550 HILLSIDE DR NW,4/17/23,"$2,300,000.00 ",2300000,464.4588045,4952,2007,550HILLSIDEDRNW-2023-04-17-2300000,"550 HILLSIDE DR NW Fulton County, GA","550%20HILLSIDE%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/550%20HILLSIDE%20DR%20NW%20Fulton%20County,%20GA",33.8676509,-84.4052291
1119,673 VIDALIA LN,4/17/23,"$700,000.00 ",700000,420.6730769,1664,2022,673VIDALIALN-2023-04-17-700000,"673 VIDALIA LN Fulton County, GA","673%20VIDALIA%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/673%20VIDALIA%20LN%20Fulton%20County,%20GA",33.7839721,-84.410196
1120,405 BARRINGTON HILLS DR,4/17/23,"$257,000.00 ",257000,338.1578947,760,1984,405BARRINGTONHILLSDR-2023-04-17-257000,"405 BARRINGTON HILLS DR Fulton County, GA","405%20BARRINGTON%20HILLS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/405%20BARRINGTON%20HILLS%20DR%20Fulton%20County,%20GA",33.975772,-84.359251
1121,563 MEMORIAL DR SE LOT 509,4/14/23,"$310,000.00 ",310000,450.5813953,688,2007,563MEMORIALDRSELOT509-2023-04-14-310000,"563 MEMORIAL DR SE LOT 509 Fulton County, GA","563%20MEMORIAL%20DR%20SE%20LOT%20509%20Fulton%20County,%20GA","https://www.google.com/maps/search/563%20MEMORIAL%20DR%20SE%20LOT%20509%20Fulton%20County,%20GA",33.7463792,-84.3692669
1122,175 FIFTEENTH ST NE #215,4/14/23,"$479,000.00 ",479000,392.6229508,1220,1989,175FIFTEENTHSTNE#215-2023-04-14-479000,"175 FIFTEENTH ST NE #215 Fulton County, GA","175%20FIFTEENTH%20ST%20NE%20#215%20Fulton%20County,%20GA","https://www.google.com/maps/search/175%20FIFTEENTH%20ST%20NE%20#215%20Fulton%20County,%20GA",33.7882437,-84.3817682
1429,3040 PEACHTREE RD # 1313,3/22/23,"$272,500.00 ",272500,358.0814717,761,2006,3040PEACHTREERD#1313-2023-03-22-272500,"3040 PEACHTREE RD # 1313 Fulton County, GA","3040%20PEACHTREE%20RD%20#%201313%20Fulton%20County,%20GA","https://www.google.com/maps/search/3040%20PEACHTREE%20RD%20#%201313%20Fulton%20County,%20GA",33.83880698,-84.38190977
1124,4279 WICKERSHAM DR NW,4/14/23,"$2,775,000.00 ",2775000,818.1014151,3392,1957,4279WICKERSHAMDRNW-2023-04-14-2775000,"4279 WICKERSHAM DR NW Fulton County, GA","4279%20WICKERSHAM%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/4279%20WICKERSHAM%20DR%20NW%20Fulton%20County,%20GA",33.8722246,-84.4132656
1125,570 TYSON KNOLL,4/14/23,"$475,000.00 ",475000,320.0808625,1484,1979,570TYSONKNOLL-2023-04-14-475000,"570 TYSON KNOLL Fulton County, GA","570%20TYSON%20KNOLL%20Fulton%20County,%20GA","https://www.google.com/maps/search/570%20TYSON%20KNOLL%20Fulton%20County,%20GA",34.0270329,-84.3055694
1126,950 WEST PEACHTREE ST # 2009,4/14/23,"$595,000.00 ",595000,393.5185185,1512,2006,950WESTPEACHTREEST#2009-2023-04-14-595000,"950 WEST PEACHTREE ST # 2009 Fulton County, GA","950%20WEST%20PEACHTREE%20ST%20#%202009%20Fulton%20County,%20GA","https://www.google.com/maps/search/950%20WEST%20PEACHTREE%20ST%20#%202009%20Fulton%20County,%20GA",33.779982,-84.388699
1127,260 ROSWELL FARMS DR,4/14/23,"$2,475,173.00 ",2475173,617.5581337,4008,2022,260ROSWELLFARMSDR-2023-04-14-2475173,"260 ROSWELL FARMS DR Fulton County, GA","260%20ROSWELL%20FARMS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/260%20ROSWELL%20FARMS%20DR%20Fulton%20County,%20GA",34.0177464,-84.3690362
871,3040 PEACHTREE RD # 305,5/5/23,"$246,217.00 ",246217,388.9684044,633,2006,3040PEACHTREERD#305-2023-05-05-246217,"3040 PEACHTREE RD # 305 Fulton County, GA","3040%20PEACHTREE%20RD%20#%20305%20Fulton%20County,%20GA","https://www.google.com/maps/search/3040%20PEACHTREE%20RD%20#%20305%20Fulton%20County,%20GA",33.83880698,-84.38190977
1129,560 WEMBLEY CIR,4/14/23,"$745,000.00 ",745000,239.1653291,3115,2001,560WEMBLEYCIR-2023-04-14-745000,"560 WEMBLEY CIR Fulton County, GA","560%20WEMBLEY%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/560%20WEMBLEY%20CIR%20Fulton%20County,%20GA",33.955177,-84.3525731
1130,120 BISCAYNE DR # A 1,4/14/23,"$254,000.00 ",254000,245.1737452,1036,1964,120BISCAYNEDR#A1-2023-04-14-254000,"120 BISCAYNE DR # A 1 Fulton County, GA","120%20BISCAYNE%20DR%20#%20A%201%20Fulton%20County,%20GA","https://www.google.com/maps/search/120%20BISCAYNE%20DR%20#%20A%201%20Fulton%20County,%20GA",34.3786447,-84.0201888
1131,171 RIVER COURT PKWY,4/14/23,"$650,000.00 ",650000,300.3696858,2164,1978,171RIVERCOURTPKWY-2023-04-14-650000,"171 RIVER COURT PKWY Fulton County, GA","171%20RIVER%20COURT%20PKWY%20Fulton%20County,%20GA","https://www.google.com/maps/search/171%20RIVER%20COURT%20PKWY%20Fulton%20County,%20GA",33.9492494,-84.3923743
1132,566 TERRY ST SE,4/14/23,"$496,000.00 ",496000,516.6666667,960,1991,566TERRYSTSE-2023-04-14-496000,"566 TERRY ST SE Fulton County, GA","566%20TERRY%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/566%20TERRY%20ST%20SE%20Fulton%20County,%20GA",33.73924,-84.3846061
1133,3 CANTEY PL NW,4/14/23,"$369,000.00 ",369000,210.8571429,1750,1970,3CANTEYPLNW-2023-04-14-369000,"3 CANTEY PL NW Fulton County, GA","3%20CANTEY%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3%20CANTEY%20PL%20NW%20Fulton%20County,%20GA",33.8200619,-84.4264626
1134,711 COSMOPOLITAN DR LOT 625,4/14/23,"$265,000.00 ",265000,394.9329359,671,2007,711COSMOPOLITANDRLOT625-2023-04-14-265000,"711 COSMOPOLITAN DR LOT 625 Fulton County, GA","711%20COSMOPOLITAN%20DR%20LOT%20625%20Fulton%20County,%20GA","https://www.google.com/maps/search/711%20COSMOPOLITAN%20DR%20LOT%20625%20Fulton%20County,%20GA",33.8214347,-84.3626049
1135,1280 WEST PEACHTREE ST NW # 3308,4/14/23,"$245,000.00 ",245000,301.3530135,813,1989,1280WESTPEACHTREESTNW#3308-2023-04-14-245000,"1280 WEST PEACHTREE ST NW # 3308 Fulton County, GA","1280%20WEST%20PEACHTREE%20ST%20NW%20#%203308%20Fulton%20County,%20GA","https://www.google.com/maps/search/1280%20WEST%20PEACHTREE%20ST%20NW%20#%203308%20Fulton%20County,%20GA",33.7893934,-84.388618
1136,1735 PEACHTREE ST NE 225,4/14/23,"$390,000.00 ",390000,287.8228782,1355,2000,1735PEACHTREESTNE225-2023-04-14-390000,"1735 PEACHTREE ST NE 225 Fulton County, GA","1735%20PEACHTREE%20ST%20NE%20225%20Fulton%20County,%20GA","https://www.google.com/maps/search/1735%20PEACHTREE%20ST%20NE%20225%20Fulton%20County,%20GA",33.8013463,-84.3902648
1137,345 HEMBREE GROVE TRC,4/14/23,"$825,000.00 ",825000,270.9359606,3045,1997,345HEMBREEGROVETRC-2023-04-14-825000,"345 HEMBREE GROVE TRC Fulton County, GA","345%20HEMBREE%20GROVE%20TRC%20Fulton%20County,%20GA","https://www.google.com/maps/search/345%20HEMBREE%20GROVE%20TRC%20Fulton%20County,%20GA",34.0586046,-84.3402985
1138,2420 NORTHSIDE PKY NW,4/14/23,"$820,000.00 ",820000,336.203362,2439,1959,2420NORTHSIDEPKYNW-2023-04-14-820000,"2420 NORTHSIDE PKY NW Fulton County, GA","2420%20NORTHSIDE%20PKY%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2420%20NORTHSIDE%20PKY%20NW%20Fulton%20County,%20GA",33.8393373,-84.4139988
1139,950 AVEBURY DR,4/14/23,"$329,900.00 ",329900,203.0153846,1625,1942,950AVEBURYDR-2023-04-14-329900,"950 AVEBURY DR Fulton County, GA","950%20AVEBURY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/950%20AVEBURY%20DR%20Fulton%20County,%20GA",33.6836453,-84.4199969
1140,2488 DELLWOOD DR NW,4/14/23,"$1,542,500.00 ",1542500,500.3243594,3083,1930,2488DELLWOODDRNW-2023-04-14-1542500,"2488 DELLWOOD DR NW Fulton County, GA","2488%20DELLWOOD%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2488%20DELLWOOD%20DR%20NW%20Fulton%20County,%20GA",33.8230914,-84.3985727
1141,1790 DETROIT AVE NW,4/14/23,"$375,000.00 ",375000,288.4615385,1300,1955,1790DETROITAVENW-2023-04-14-375000,"1790 DETROIT AVE NW Fulton County, GA","1790%20DETROIT%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1790%20DETROIT%20AVE%20NW%20Fulton%20County,%20GA",33.7669393,-84.4457576
1142,369 TAYLOR GLEN DR,4/14/23,"$1,162,500.00 ",1162500,356.4857406,3261,2001,369TAYLORGLENDR-2023-04-14-1162500,"369 TAYLOR GLEN DR Fulton County, GA","369%20TAYLOR%20GLEN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/369%20TAYLOR%20GLEN%20DR%20Fulton%20County,%20GA",34.1445165,-84.3525823
1143,3550 TAYLOR LN,4/14/23,"$1,250,000.00 ",1250000,271.2673611,4608,2015,3550TAYLORLN-2023-04-14-1250000,"3550 TAYLOR LN Fulton County, GA","3550%20TAYLOR%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/3550%20TAYLOR%20LN%20Fulton%20County,%20GA",34.142455,-84.347948
1144,327 GRANVILLE CT,4/14/23,"$245,000.00 ",245000,344.5850914,711,1989,327GRANVILLECT-2023-04-14-245000,"327 GRANVILLE CT Fulton County, GA","327%20GRANVILLE%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/327%20GRANVILLE%20CT%20Fulton%20County,%20GA",33.9302227,-84.3615348
1145,379 PRATT DR UNIT 407,4/14/23,"$480,000.00 ",480000,364.1881639,1318,2019,379PRATTDRUNIT407-2023-04-14-480000,"379 PRATT DR UNIT 407 Fulton County, GA","379%20PRATT%20DR%20UNIT%20407%20Fulton%20County,%20GA","https://www.google.com/maps/search/379%20PRATT%20DR%20UNIT%20407%20Fulton%20County,%20GA",33.7247014,-84.3760134
1146,563 MEMORIAL DR SE LOT 411,4/14/23,"$300,000.00 ",300000,392.1568627,765,2007,563MEMORIALDRSELOT411-2023-04-14-300000,"563 MEMORIAL DR SE LOT 411 Fulton County, GA","563%20MEMORIAL%20DR%20SE%20LOT%20411%20Fulton%20County,%20GA","https://www.google.com/maps/search/563%20MEMORIAL%20DR%20SE%20LOT%20411%20Fulton%20County,%20GA",33.7463792,-84.3692669
1147,62 BASSWOOD CIR,4/14/23,"$530,000.00 ",530000,206.8696331,2562,1974,62BASSWOODCIR-2023-04-14-530000,"62 BASSWOOD CIR Fulton County, GA","62%20BASSWOOD%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/62%20BASSWOOD%20CIR%20Fulton%20County,%20GA",33.9247798,-84.3566901
1148,711 COSMOPOLITAN DR LOT 711,4/14/23,"$340,000.00 ",340000,306.0306031,1111,2006,711COSMOPOLITANDRLOT711-2023-04-14-340000,"711 COSMOPOLITAN DR LOT 711 Fulton County, GA","711%20COSMOPOLITAN%20DR%20LOT%20711%20Fulton%20County,%20GA","https://www.google.com/maps/search/711%20COSMOPOLITAN%20DR%20LOT%20711%20Fulton%20County,%20GA",33.8213448,-84.3626491
1149,9 BELMONTE CT SW,4/14/23,"$182,000.00 ",182000,165.7559199,1098,1983,9BELMONTECTSW-2023-04-14-182000,"9 BELMONTE CT SW Fulton County, GA","9%20BELMONTE%20CT%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/9%20BELMONTE%20CT%20SW%20Fulton%20County,%20GA",33.7248767,-84.4453485
1150,1075 PEACHTREE WALK # A 517,4/14/23,"$375,000.00 ",375000,375,1000,1996,1075PEACHTREEWALK#A517-2023-04-14-375000,"1075 PEACHTREE WALK # A 517 Fulton County, GA","1075%20PEACHTREE%20WALK%20#%20A%20517%20Fulton%20County,%20GA","https://www.google.com/maps/search/1075%20PEACHTREE%20WALK%20#%20A%20517%20Fulton%20County,%20GA",33.7836687,-84.3861137
1151,1074 PEACHTREE WALK,4/14/23,"$260,000.00 ",260000,361.1111111,720,1996,1074PEACHTREEWALK-2023-04-14-260000,"1074 PEACHTREE WALK Fulton County, GA","1074%20PEACHTREE%20WALK%20Fulton%20County,%20GA","https://www.google.com/maps/search/1074%20PEACHTREE%20WALK%20Fulton%20County,%20GA",33.783733,-84.3866555
664,3040 PEACHTREE RD # 603,5/26/23,"$489,900.00 ",489900,397.323601,1233,2006,3040PEACHTREERD#603-2023-05-26-489900,"3040 PEACHTREE RD # 603 Fulton County, GA","3040%20PEACHTREE%20RD%20#%20603%20Fulton%20County,%20GA","https://www.google.com/maps/search/3040%20PEACHTREE%20RD%20#%20603%20Fulton%20County,%20GA",33.83880698,-84.38190977
1153,3487 LATITUDE COVE,4/14/23,"$484,600.00 ",484600,202.7615063,2390,2005,3487LATITUDECOVE-2023-04-14-484600,"3487 LATITUDE COVE Fulton County, GA","3487%20LATITUDE%20COVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/3487%20LATITUDE%20COVE%20Fulton%20County,%20GA",34.1225046,-84.2607727
1154,400 IVY MILL CT,4/14/23,"$550,000.00 ",550000,298.4264786,1843,1979,400IVYMILLCT-2023-04-14-550000,"400 IVY MILL CT Fulton County, GA","400%20IVY%20MILL%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/400%20IVY%20MILL%20CT%20Fulton%20County,%20GA",34.0258019,-84.2977166
1155,604 KILEY LN,4/14/23,"$1,160,205.00 ",1160205,299.7171274,3871,2022,604KILEYLN-2023-04-14-1160205,"604 KILEY LN Fulton County, GA","604%20KILEY%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/604%20KILEY%20LN%20Fulton%20County,%20GA",34.0503533,-84.1531744
1156,740 HEMBREE RD,4/14/23,"$500,000.00 ",500000,210.1723413,2379,1980,740HEMBREERD-2023-04-14-500000,"740 HEMBREE RD Fulton County, GA","740%20HEMBREE%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/740%20HEMBREE%20RD%20Fulton%20County,%20GA",34.0614198,-84.3430513
1157,12355 CLAIRMONTE AVE,4/14/23,"$590,000.00 ",590000,253.7634409,2325,1998,12355CLAIRMONTEAVE-2023-04-14-590000,"12355 CLAIRMONTE AVE Fulton County, GA","12355%20CLAIRMONTE%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/12355%20CLAIRMONTE%20AVE%20Fulton%20County,%20GA",34.0801943,-84.2839408
1158,2277 TENOR LN,4/13/23,"$547,000.00 ",547000,244.1964286,2240,2015,2277TENORLN-2023-04-13-547000,"2277 TENOR LN Fulton County, GA","2277%20TENOR%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/2277%20TENOR%20LN%20Fulton%20County,%20GA",34.0545947,-84.3001528
1159,493 ATLANTA AVE SE,4/13/23,"$940,000.00 ",940000,359.052712,2618,2019,493ATLANTAAVESE-2023-04-13-940000,"493 ATLANTA AVE SE Fulton County, GA","493%20ATLANTA%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/493%20ATLANTA%20AVE%20SE%20Fulton%20County,%20GA",33.7299354,-84.3713113
1160,420 KIRKSTALL TRL,4/13/23,"$737,000.00 ",737000,225.5892256,3267,1990,420KIRKSTALLTRL-2023-04-13-737000,"420 KIRKSTALL TRL Fulton County, GA","420%20KIRKSTALL%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/420%20KIRKSTALL%20TRL%20Fulton%20County,%20GA",34.0458919,-84.250331
1546,3040 PEACHTREE RD # 815,3/10/23,"$325,000.00 ",325000,319.2534381,1018,2006,3040PEACHTREERD#815-2023-03-10-325000,"3040 PEACHTREE RD # 815 Fulton County, GA","3040%20PEACHTREE%20RD%20#%20815%20Fulton%20County,%20GA","https://www.google.com/maps/search/3040%20PEACHTREE%20RD%20#%20815%20Fulton%20County,%20GA",33.83880698,-84.38190977
1162,1970 DREW DR,4/13/23,"$606,000.00 ",606000,274.0841248,2211,2021,1970DREWDR-2023-04-13-606000,"1970 DREW DR Fulton County, GA","1970%20DREW%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1970%20DREW%20DR%20Fulton%20County,%20GA",33.7931677,-84.4534267
1163,333 SOUTH ESPLANADE,4/13/23,"$1,425,000.00 ",1425000,511.8534483,2784,2016,333SOUTHESPLANADE-2023-04-13-1425000,"333 SOUTH ESPLANADE Fulton County, GA","333%20SOUTH%20ESPLANADE%20Fulton%20County,%20GA","https://www.google.com/maps/search/333%20SOUTH%20ESPLANADE%20Fulton%20County,%20GA",34.0701919,-84.2804158
1164,7680 RYEFIELD DR,4/13/23,"$832,000.00 ",832000,223.655914,3720,1969,7680RYEFIELDDR-2023-04-13-832000,"7680 RYEFIELD DR Fulton County, GA","7680%20RYEFIELD%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/7680%20RYEFIELD%20DR%20Fulton%20County,%20GA",33.962828,-84.2980796
1165,8415 VALEMONT DR,4/13/23,"$925,500.00 ",925500,212.3680587,4358,1985,8415VALEMONTDR-2023-04-13-925500,"8415 VALEMONT DR Fulton County, GA","8415%20VALEMONT%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/8415%20VALEMONT%20DR%20Fulton%20County,%20GA",33.9854881,-84.3560329
1166,6851 ROSWELL RD K 13,4/13/23,"$220,000.00 ",220000,154.6029515,1423,1964,6851ROSWELLRDK13-2023-04-13-220000,"6851 ROSWELL RD K 13 Fulton County, GA","6851%20ROSWELL%20RD%20K%2013%20Fulton%20County,%20GA","https://www.google.com/maps/search/6851%20ROSWELL%20RD%20K%2013%20Fulton%20County,%20GA",33.9416795,-84.3726524
1167,659 VIDALIA LN,4/13/23,"$649,900.00 ",649900,390.5649038,1664,2022,659VIDALIALN-2023-04-13-649900,"659 VIDALIA LN Fulton County, GA","659%20VIDALIA%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/659%20VIDALIA%20LN%20Fulton%20County,%20GA",33.783969,-84.4091492
1168,161 LA BLANC WAY,4/13/23,"$320,000.00 ",320000,255.5910543,1252,1970,161LABLANCWAY-2023-04-13-320000,"161 LA BLANC WAY Fulton County, GA","161%20LA%20BLANC%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/161%20LA%20BLANC%20WAY%20Fulton%20County,%20GA",33.8179594,-84.4232749
1169,6425 NORTH HAMPTON DR NE,4/12/23,"$555,000.00 ",555000,355.7692308,1560,1957,6425NORTHHAMPTONDRNE-2023-04-12-555000,"6425 NORTH HAMPTON DR NE Fulton County, GA","6425%20NORTH%20HAMPTON%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/6425%20NORTH%20HAMPTON%20DR%20NE%20Fulton%20County,%20GA",33.9301298,-84.3835066
1170,2620 WOOD VALLEY DR,4/12/23,"$290,000.00 ",290000,236.7346939,1225,1958,2620WOODVALLEYDR-2023-04-12-290000,"2620 WOOD VALLEY DR Fulton County, GA","2620%20WOOD%20VALLEY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2620%20WOOD%20VALLEY%20DR%20Fulton%20County,%20GA",33.6839869,-84.4625298
