,Address,sale_date,sale_price,salePrice_numeric,price_SF,sq_ft,yr_built,unique_ID,full_address,Address_URL,url,lat,long
1013,100 BISCAYNE DR # C 1,4/25/23,"$325,000.00 ",325000,313.7065637,1036,1964,100BISCAYNEDR#C1-2023-04-25-325000,"100 BISCAYNE DR # C 1 Fulton County, GA","100%20BISCAYNE%20DR%20#%20C%201%20Fulton%20County,%20GA","https://www.google.com/maps/search/100%20BISCAYNE%20DR%20#%20C%201%20Fulton%20County,%20GA",33.81533598,-84.39466775
579,1602 WOODCLIFF DR NE,6/21/23,"$268,000.00 ",268000,236.9584439,1131,1982,1602WOODCLIFFDRNE-2023-06-21-268000,"1602 WOODCLIFF DR NE Fulton County, GA","1602%20WOODCLIFF%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1602%20WOODCLIFF%20DR%20NE%20Fulton%20County,%20GA",33.978855,-84.3561972
580,11870 NORTH HICKORY TRL,6/21/23,"$590,000.00 ",590000,207.6733545,2841,1986,11870NORTHHICKORYTRL-2023-06-21-590000,"11870 NORTH HICKORY TRL Fulton County, GA","11870%20NORTH%20HICKORY%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/11870%20NORTH%20HICKORY%20TRL%20Fulton%20County,%20GA",33.5874773,-84.4896355
581,783 ESSIE AVE SE,6/13/23,"$395,000.00 ",395000,255.4980595,1546,1920,783ESSIEAVESE-2023-06-13-395000,"783 ESSIE AVE SE Fulton County, GA","783%20ESSIE%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/783%20ESSIE%20AVE%20SE%20Fulton%20County,%20GA",33.7330181,-84.3555714
582,855 HIGHLAND BEND COVE,6/12/23,"$975,000.00 ",975000,238.6780906,4085,1996,855HIGHLANDBENDCOVE-2023-06-12-975000,"855 HIGHLAND BEND COVE Fulton County, GA","855%20HIGHLAND%20BEND%20COVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/855%20HIGHLAND%20BEND%20COVE%20Fulton%20County,%20GA",34.0422531,-84.2573878
1321,1055 ADAM CIR,3/31/23,"$541,975.00 ",541975,273.7247475,1980,2022,1055ADAMCIR-2023-03-31-541975,"1055 ADAM CIR Fulton County, GA","1055%20ADAM%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1055%20ADAM%20CIR%20Fulton%20County,%20GA",34.00109572,-84.2936585
584,906 WINALL DOWN RD NE,6/12/23,"$2,900,000.00 ",2900000,657.8947368,4408,2016,906WINALLDOWNRDNE-2023-06-12-2900000,"906 WINALL DOWN RD NE Fulton County, GA","906%20WINALL%20DOWN%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/906%20WINALL%20DOWN%20RD%20NE%20Fulton%20County,%20GA",33.8644564,-84.3576143
585,3145 SAINT IVES CTRY CLUB PKWY,6/9/23,"$1,225,388.00 ",1225388,267.5519651,4580,1991,3145SAINTIVESCTRYCLUBPKWY-2023-06-09-1225388,"3145 SAINT IVES CTRY CLUB PKWY Fulton County, GA","3145%20SAINT%20IVES%20CTRY%20CLUB%20PKWY%20Fulton%20County,%20GA","https://www.google.com/maps/search/3145%20SAINT%20IVES%20CTRY%20CLUB%20PKWY%20Fulton%20County,%20GA",34.0246752,-84.1749588
586,255 WINDING RIVER DR UNIT E,6/9/23,"$242,000.00 ",242000,182.5037707,1326,1970,255WINDINGRIVERDRUNITE-2023-06-09-242000,"255 WINDING RIVER DR UNIT E Fulton County, GA","255%20WINDING%20RIVER%20DR%20UNIT%20E%20Fulton%20County,%20GA","https://www.google.com/maps/search/255%20WINDING%20RIVER%20DR%20UNIT%20E%20Fulton%20County,%20GA",33.996894,-84.3483003
587,10750 MORTON CHASE WAY,6/9/23,"$412,000.00 ",412000,292.6136364,1408,1994,10750MORTONCHASEWAY-2023-06-09-412000,"10750 MORTON CHASE WAY Fulton County, GA","10750%20MORTON%20CHASE%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/10750%20MORTON%20CHASE%20WAY%20Fulton%20County,%20GA",34.0431974,-84.2159742
588,1049 GILBERT ST SE,6/9/23,"$840,000.00 ",840000,362.8509719,2315,1925,1049GILBERTSTSE-2023-06-09-840000,"1049 GILBERT ST SE Fulton County, GA","1049%20GILBERT%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1049%20GILBERT%20ST%20SE%20Fulton%20County,%20GA",33.7258823,-84.3511446
589,6355 LONG ISLAND DR NW,6/8/23,"$665,000.00 ",665000,315.4648956,2108,1965,6355LONGISLANDDRNW-2023-06-08-665000,"6355 LONG ISLAND DR NW Fulton County, GA","6355%20LONG%20ISLAND%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/6355%20LONG%20ISLAND%20DR%20NW%20Fulton%20County,%20GA",33.9189409,-84.3925553
590,7536 HIGHLANDS PT,6/8/23,"$527,000.00 ",527000,348.5449735,1512,2014,7536HIGHLANDSPT-2023-06-08-527000,"7536 HIGHLANDS PT Fulton County, GA","7536%20HIGHLANDS%20PT%20Fulton%20County,%20GA","https://www.google.com/maps/search/7536%20HIGHLANDS%20PT%20Fulton%20County,%20GA",33.9525869,-84.3641912
591,6831 PRELUDE DR,6/8/23,"$730,000.00 ",730000,324.4444444,2250,2020,6831PRELUDEDR-2023-06-08-730000,"6831 PRELUDE DR Fulton County, GA","6831%20PRELUDE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/6831%20PRELUDE%20DR%20Fulton%20County,%20GA",33.9394497,-84.3637114
592,1808 HUNTINGTON HILLS LN,6/8/23,"$950,000.00 ",950000,372.9878288,2547,2018,1808HUNTINGTONHILLSLN-2023-06-08-950000,"1808 HUNTINGTON HILLS LN Fulton County, GA","1808%20HUNTINGTON%20HILLS%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/1808%20HUNTINGTON%20HILLS%20LN%20Fulton%20County,%20GA",33.8043762,-84.3957725
593,555 GLENMANOR CT,6/7/23,"$1,350,000.00 ",1350000,274.4460256,4919,2007,555GLENMANORCT-2023-06-07-1350000,"555 GLENMANOR CT Fulton County, GA","555%20GLENMANOR%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/555%20GLENMANOR%20CT%20Fulton%20County,%20GA",33.9231402,-84.3664243
594,6001 PARK AVE # 1 A,6/7/23,"$280,000.00 ",280000,234.5058626,1194,1969,6001PARKAVE#1A-2023-06-07-280000,"6001 PARK AVE # 1 A Fulton County, GA","6001%20PARK%20AVE%20#%201%20A%20Fulton%20County,%20GA","https://www.google.com/maps/search/6001%20PARK%20AVE%20#%201%20A%20Fulton%20County,%20GA",33.6171732,-84.3656707
595,7920 BEAR CREEK TRL,6/7/23,"$375,000.00 ",375000,215.5172414,1740,2000,7920BEARCREEKTRL-2023-06-07-375000,"7920 BEAR CREEK TRL Fulton County, GA","7920%20BEAR%20CREEK%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/7920%20BEAR%20CREEK%20TRL%20Fulton%20County,%20GA",33.559169,-84.6474
596,51 CHAUMONT SQ NW,6/7/23,"$361,000.00 ",361000,268.2020802,1346,1968,51CHAUMONTSQNW-2023-06-07-361000,"51 CHAUMONT SQ NW Fulton County, GA","51%20CHAUMONT%20SQ%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/51%20CHAUMONT%20SQ%20NW%20Fulton%20County,%20GA",33.8210136,-84.4252012
597,10490 TURNER RD,6/7/23,"$676,000.00 ",676000,164.3569171,4113,1983,10490TURNERRD-2023-06-07-676000,"10490 TURNER RD Fulton County, GA","10490%20TURNER%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/10490%20TURNER%20RD%20Fulton%20County,%20GA",34.0354117,-84.28793
598,379 COLLIER RD NW,6/6/23,"$725,000.00 ",725000,371.7948718,1950,1940,379COLLIERRDNW-2023-06-06-725000,"379 COLLIER RD NW Fulton County, GA","379%20COLLIER%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/379%20COLLIER%20RD%20NW%20Fulton%20County,%20GA",33.8090296,-84.3989692
599,87 DE ARC PL,6/6/23,"$230,000.00 ",230000,283.2512315,812,1970,87DEARCPL-2023-06-06-230000,"87 DE ARC PL Fulton County, GA","87%20DE%20ARC%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/87%20DE%20ARC%20PL%20Fulton%20County,%20GA",33.8193024,-84.4239945
600,732 BERNE ST SE,6/6/23,"$440,000.00 ",440000,396.3963964,1110,1928,732BERNESTSE-2023-06-06-440000,"732 BERNE ST SE Fulton County, GA","732%20BERNE%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/732%20BERNE%20ST%20SE%20Fulton%20County,%20GA",33.7368025,-84.3634672
601,5451 KEYHAVEN PL,6/6/23,"$320,000.00 ",320000,174.863388,1830,2017,5451KEYHAVENPL-2023-06-06-320000,"5451 KEYHAVEN PL Fulton County, GA","5451%20KEYHAVEN%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/5451%20KEYHAVEN%20PL%20Fulton%20County,%20GA",33.6069109,-84.5241235
602,312 TAYLOR GLEN DR,4/28/23,"$1,030,000.00 ",1030000,252.8848515,4073,2002,312TAYLORGLENDR-2023-04-28-1030000,"312 TAYLOR GLEN DR Fulton County, GA","312%20TAYLOR%20GLEN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/312%20TAYLOR%20GLEN%20DR%20Fulton%20County,%20GA",34.1464419,-84.3562999
603,27 WING MILL RD,6/5/23,"$1,150,000.00 ",1150000,200.7331122,5729,1995,27WINGMILLRD-2023-06-05-1150000,"27 WING MILL RD Fulton County, GA","27%20WING%20MILL%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/27%20WING%20MILL%20RD%20Fulton%20County,%20GA",33.9750927,-84.3702641
604,723 GLENAIRY CT,6/5/23,"$2,400,000.00 ",2400000,501.8820577,4782,2015,723GLENAIRYCT-2023-06-05-2400000,"723 GLENAIRY CT Fulton County, GA","723%20GLENAIRY%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/723%20GLENAIRY%20CT%20Fulton%20County,%20GA",33.9208596,-84.3625378
605,923 TELFAIR CLOSE,6/5/23,"$493,000.00 ",493000,232.9867675,2116,2006,923TELFAIRCLOSE-2023-06-05-493000,"923 TELFAIR CLOSE Fulton County, GA","923%20TELFAIR%20CLOSE%20Fulton%20County,%20GA","https://www.google.com/maps/search/923%20TELFAIR%20CLOSE%20Fulton%20County,%20GA",33.971939,-84.3524083
606,577 NORTHRIDGE CROSSING,6/5/23,"$225,000.00 ",225000,195.3125,1152,1983,577NORTHRIDGECROSSING-2023-06-05-225000,"577 NORTHRIDGE CROSSING Fulton County, GA","577%20NORTHRIDGE%20CROSSING%20Fulton%20County,%20GA","https://www.google.com/maps/search/577%20NORTHRIDGE%20CROSSING%20Fulton%20County,%20GA",33.9792976,-84.3487276
607,1820 PEACHTREE ST NW UNIT 1705,6/5/23,"$749,900.00 ",749900,436.2420012,1719,2010,1820PEACHTREESTNWUNIT1705-2023-06-05-749900,"1820 PEACHTREE ST NW UNIT 1705 Fulton County, GA","1820%20PEACHTREE%20ST%20NW%20UNIT%201705%20Fulton%20County,%20GA","https://www.google.com/maps/search/1820%20PEACHTREE%20ST%20NW%20UNIT%201705%20Fulton%20County,%20GA",33.805175,-84.3943191
1152,107 LARUE PL NW,4/14/23,"$360,000.00 ",360000,205.7142857,1750,1968,107LARUEPLNW-2023-04-14-360000,"107 LARUE PL NW Fulton County, GA","107%20LARUE%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/107%20LARUE%20PL%20NW%20Fulton%20County,%20GA",33.81688082,-84.4253805
1239,1105 ADAM CIR,4/7/23,"$540,450.00 ",540450,357.9139073,1510,2022,1105ADAMCIR-2023-04-07-540450,"1105 ADAM CIR Fulton County, GA","1105%20ADAM%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1105%20ADAM%20CIR%20Fulton%20County,%20GA",34.00109572,-84.2936585
610,11 ARPEGE WAY,6/2/23,"$349,000.00 ",349000,278.7539936,1252,1970,11ARPEGEWAY-2023-06-02-349000,"11 ARPEGE WAY Fulton County, GA","11%20ARPEGE%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/11%20ARPEGE%20WAY%20Fulton%20County,%20GA",33.8202386,-84.4235776
611,6462 CHARIOT ST LOT 16,6/2/23,"$410,000.00 ",410000,522.2929936,785,2006,6462CHARIOTSTLOT16-2023-06-02-410000,"6462 CHARIOT ST LOT 16 Fulton County, GA","6462%20CHARIOT%20ST%20LOT%2016%20Fulton%20County,%20GA","https://www.google.com/maps/search/6462%20CHARIOT%20ST%20LOT%2016%20Fulton%20County,%20GA",33.9309275,-84.3602711
612,6851 ROSWELL RD NE # K 4,6/2/23,"$289,500.00 ",289500,212.0879121,1365,1964,6851ROSWELLRDNE#K4-2023-06-02-289500,"6851 ROSWELL RD NE # K 4 Fulton County, GA","6851%20ROSWELL%20RD%20NE%20#%20K%204%20Fulton%20County,%20GA","https://www.google.com/maps/search/6851%20ROSWELL%20RD%20NE%20#%20K%204%20Fulton%20County,%20GA",33.9418431,-84.3717681
613,270 SEVENTEENTH ST NW UNIT 1801,6/2/23,"$630,000.00 ",630000,410.4234528,1535,2015,270SEVENTEENTHSTNWUNIT1801-2023-06-02-630000,"270 SEVENTEENTH ST NW UNIT 1801 Fulton County, GA","270%20SEVENTEENTH%20ST%20NW%20UNIT%201801%20Fulton%20County,%20GA","https://www.google.com/maps/search/270%20SEVENTEENTH%20ST%20NW%20UNIT%201801%20Fulton%20County,%20GA",33.7908666,-84.3975912
614,117 ELYSIAN WAY NW,6/2/23,"$350,000.00 ",350000,271.7391304,1288,1968,117ELYSIANWAYNW-2023-06-02-350000,"117 ELYSIAN WAY NW Fulton County, GA","117%20ELYSIAN%20WAY%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/117%20ELYSIAN%20WAY%20NW%20Fulton%20County,%20GA",33.8212016,-84.4239681
615,1031 GLENWOOD AVE SE,6/2/23,"$400,000.00 ",400000,437.1584699,915,1940,1031GLENWOODAVESE-2023-06-02-400000,"1031 GLENWOOD AVE SE Fulton County, GA","1031%20GLENWOOD%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1031%20GLENWOOD%20AVE%20SE%20Fulton%20County,%20GA",33.7398439,-84.3537758
616,7910 BRIAR VILLA PL,6/2/23,"$390,000.00 ",390000,204.2954426,1909,1985,7910BRIARVILLAPL-2023-06-02-390000,"7910 BRIAR VILLA PL Fulton County, GA","7910%20BRIAR%20VILLA%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/7910%20BRIAR%20VILLA%20PL%20Fulton%20County,%20GA",33.9716911,-84.3494093
617,205 WINDING RIVER DR UNIT F,6/2/23,"$248,500.00 ",248500,189.4054878,1312,1970,205WINDINGRIVERDRUNITF-2023-06-02-248500,"205 WINDING RIVER DR UNIT F Fulton County, GA","205%20WINDING%20RIVER%20DR%20UNIT%20F%20Fulton%20County,%20GA","https://www.google.com/maps/search/205%20WINDING%20RIVER%20DR%20UNIT%20F%20Fulton%20County,%20GA",33.9965174,-84.347148
618,2632 PEACHTREE RD NW # 402B,6/2/23,"$400,000.00 ",400000,253.164557,1580,1960,2632PEACHTREERDNW#402B-2023-06-02-400000,"2632 PEACHTREE RD NW # 402B Fulton County, GA","2632%20PEACHTREE%20RD%20NW%20#%20402B%20Fulton%20County,%20GA","https://www.google.com/maps/search/2632%20PEACHTREE%20RD%20NW%20#%20402B%20Fulton%20County,%20GA",33.8265612,-84.3883306
619,1835 ADAGIO DR,6/1/23,"$700,000.00 ",700000,229.1325696,3055,2007,1835ADAGIODR-2023-06-01-700000,"1835 ADAGIO DR Fulton County, GA","1835%20ADAGIO%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1835%20ADAGIO%20DR%20Fulton%20County,%20GA",34.0532307,-84.300767
620,8181 NESBIT FERRY RD,6/1/23,"$1,500,000.00 ",1500000,276.8038383,5419,1996,8181NESBITFERRYRD-2023-06-01-1500000,"8181 NESBIT FERRY RD Fulton County, GA","8181%20NESBIT%20FERRY%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/8181%20NESBIT%20FERRY%20RD%20Fulton%20County,%20GA",33.9773094,-84.2765787
868,1116 PIEDMONT AVE NE # #2,5/5/23,"$565,000.00 ",565000,484.5626072,1166,1910,1116PIEDMONTAVENE##2-2023-05-05-565000,"1116 PIEDMONT AVE NE # #2 Fulton County, GA","1116%20PIEDMONT%20AVE%20NE%20#%20#2%20Fulton%20County,%20GA","https://www.google.com/maps/search/1116%20PIEDMONT%20AVE%20NE%20#%20#2%20Fulton%20County,%20GA",33.78520787,-84.37888833
622,115 PEACHTREE MEMORIAL DR NW # E4,6/1/23,"$342,000.00 ",342000,317.5487465,1077,1948,115PEACHTREEMEMORIALDRNW#E4-2023-06-01-342000,"115 PEACHTREE MEMORIAL DR NW # E4 Fulton County, GA","115%20PEACHTREE%20MEMORIAL%20DR%20NW%20#%20E4%20Fulton%20County,%20GA","https://www.google.com/maps/search/115%20PEACHTREE%20MEMORIAL%20DR%20NW%20#%20E4%20Fulton%20County,%20GA",33.8177564,-84.3938916
623,7900 SADDLE RIDGE DR,6/1/23,"$850,000.00 ",850000,221.1813687,3843,1978,7900SADDLERIDGEDR-2023-06-01-850000,"7900 SADDLE RIDGE DR Fulton County, GA","7900%20SADDLE%20RIDGE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/7900%20SADDLE%20RIDGE%20DR%20Fulton%20County,%20GA",33.9699431,-84.3199978
624,226 MT VERNON COVE,6/1/23,"$785,000.00 ",785000,274.0921788,2864,2006,226MTVERNONCOVE-2023-06-01-785000,"226 MT VERNON COVE Fulton County, GA","226%20MT%20VERNON%20COVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/226%20MT%20VERNON%20COVE%20Fulton%20County,%20GA",33.9250111,-84.3731593
625,563 MEMORIAL DR SE LOT 511,6/1/23,"$287,500.00 ",287500,417.877907,688,2007,563MEMORIALDRSELOT511-2023-06-01-287500,"563 MEMORIAL DR SE LOT 511 Fulton County, GA","563%20MEMORIAL%20DR%20SE%20LOT%20511%20Fulton%20County,%20GA","https://www.google.com/maps/search/563%20MEMORIAL%20DR%20SE%20LOT%20511%20Fulton%20County,%20GA",33.7463792,-84.3692669
626,5250 SKIDAWAY DR,6/1/23,"$535,000.00 ",535000,169.6258719,3154,1986,5250SKIDAWAYDR-2023-06-01-535000,"5250 SKIDAWAY DR Fulton County, GA","5250%20SKIDAWAY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/5250%20SKIDAWAY%20DR%20Fulton%20County,%20GA",34.032319,-84.2064286
627,390 NORTH RIVER PKWY UNIT E,6/1/23,"$260,000.00 ",260000,166.2404092,1564,1970,390NORTHRIVERPKWYUNITE-2023-06-01-260000,"390 NORTH RIVER PKWY UNIT E Fulton County, GA","390%20NORTH%20RIVER%20PKWY%20UNIT%20E%20Fulton%20County,%20GA","https://www.google.com/maps/search/390%20NORTH%20RIVER%20PKWY%20UNIT%20E%20Fulton%20County,%20GA",34.0016509,-84.3480498
628,10705 PLANTATION BRIDGE DR,6/1/23,"$373,000.00 ",373000,353.219697,1056,1985,10705PLANTATIONBRIDGEDR-2023-06-01-373000,"10705 PLANTATION BRIDGE DR Fulton County, GA","10705%20PLANTATION%20BRIDGE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/10705%20PLANTATION%20BRIDGE%20DR%20Fulton%20County,%20GA",34.0395819,-84.2452282
965,11380 RIDGEHILL DR,4/28/23,"$470,000.00 ",470000,211.2359551,2225,1987,11380RIDGEHILLDR-2023-04-28-470000,"11380 RIDGEHILL DR Fulton County, GA","11380%20RIDGEHILL%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/11380%20RIDGEHILL%20DR%20Fulton%20County,%20GA",34.05740181,-84.22248294
630,11239 CALYPSO DR,5/31/23,"$510,000.00 ",510000,204,2500,2006,11239CALYPSODR-2023-05-31-510000,"11239 CALYPSO DR Fulton County, GA","11239%20CALYPSO%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/11239%20CALYPSO%20DR%20Fulton%20County,%20GA",34.0524401,-84.3000905
631,331 REDLAND RD NW,5/31/23,"$925,000.00 ",925000,392.2815946,2358,2022,331REDLANDRDNW-2023-05-31-925000,"331 REDLAND RD NW Fulton County, GA","331%20REDLAND%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/331%20REDLAND%20RD%20NW%20Fulton%20County,%20GA",33.8099763,-84.3987363
632,100 WILDERBLUFF CT,5/31/23,"$1,350,000.00 ",1350000,169.7045883,7955,1985,100WILDERBLUFFCT-2023-05-31-1350000,"100 WILDERBLUFF CT Fulton County, GA","100%20WILDERBLUFF%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/100%20WILDERBLUFF%20CT%20Fulton%20County,%20GA",33.9556537,-84.3861753
633,6270 BELLMOORE PARK LN,5/31/23,"$950,000.00 ",950000,251.9893899,3770,2017,6270BELLMOOREPARKLN-2023-05-31-950000,"6270 BELLMOORE PARK LN Fulton County, GA","6270%20BELLMOORE%20PARK%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/6270%20BELLMOORE%20PARK%20LN%20Fulton%20County,%20GA",34.0501852,-84.1591558
634,401 SIXTEENTH ST NW # 1278,5/31/23,"$225,000.00 ",225000,281.25,800,2004,401SIXTEENTHSTNW#1278-2023-05-31-225000,"401 SIXTEENTH ST NW # 1278 Fulton County, GA","401%20SIXTEENTH%20ST%20NW%20#%201278%20Fulton%20County,%20GA","https://www.google.com/maps/search/401%20SIXTEENTH%20ST%20NW%20#%201278%20Fulton%20County,%20GA",33.7889745,-84.4007174
635,139 WOODMERE SQUARE NW,5/31/23,"$288,000.00 ",288000,240,1200,1970,139WOODMERESQUARENW-2023-05-31-288000,"139 WOODMERE SQUARE NW Fulton County, GA","139%20WOODMERE%20SQUARE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/139%20WOODMERE%20SQUARE%20NW%20Fulton%20County,%20GA",33.818277,-84.4254435
636,170 HUNTCLIFF POINT,5/31/23,"$860,000.00 ",860000,221.1934156,3888,1970,170HUNTCLIFFPOINT-2023-05-31-860000,"170 HUNTCLIFF POINT Fulton County, GA","170%20HUNTCLIFF%20POINT%20Fulton%20County,%20GA","https://www.google.com/maps/search/170%20HUNTCLIFF%20POINT%20Fulton%20County,%20GA",33.9967172,-84.3738163
637,1898 WYCLIFF RD NW 9,5/31/23,"$309,000.00 ",309000,337.704918,915,1969,1898WYCLIFFRDNW9-2023-05-31-309000,"1898 WYCLIFF RD NW 9 Fulton County, GA","1898%20WYCLIFF%20RD%20NW%209%20Fulton%20County,%20GA","https://www.google.com/maps/search/1898%20WYCLIFF%20RD%20NW%209%20Fulton%20County,%20GA",33.8072028,-84.3955592
638,540 GRANT ST SE,5/31/23,"$575,000.00 ",575000,222.9546336,2579,1905,540GRANTSTSE-2023-05-31-575000,"540 GRANT ST SE Fulton County, GA","540%20GRANT%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/540%20GRANT%20ST%20SE%20Fulton%20County,%20GA",33.7397608,-84.3760134
639,6405 LONG ISLAND DR,5/31/23,"$925,000.00 ",925000,340.1986024,2719,1955,6405LONGISLANDDR-2023-05-31-925000,"6405 LONG ISLAND DR Fulton County, GA","6405%20LONG%20ISLAND%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/6405%20LONG%20ISLAND%20DR%20Fulton%20County,%20GA",33.9295336,-84.3904449
640,225 ATLANTA PROVIDENCE CT,5/31/23,"$1,360,000.00 ",1360000,246.7343977,5512,2000,225ATLANTAPROVIDENCECT-2023-05-31-1360000,"225 ATLANTA PROVIDENCE CT Fulton County, GA","225%20ATLANTA%20PROVIDENCE%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/225%20ATLANTA%20PROVIDENCE%20CT%20Fulton%20County,%20GA",34.1194311,-84.3479402
641,6851 ROSWELL RD NE B 9,5/31/23,"$300,000.00 ",300000,210.8222066,1423,1964,6851ROSWELLRDNEB9-2023-05-31-300000,"6851 ROSWELL RD NE B 9 Fulton County, GA","6851%20ROSWELL%20RD%20NE%20B%209%20Fulton%20County,%20GA","https://www.google.com/maps/search/6851%20ROSWELL%20RD%20NE%20B%209%20Fulton%20County,%20GA",33.9418431,-84.3717681
642,6851 ROSWELL RD # F 3,5/31/23,"$290,000.00 ",290000,240.4643449,1206,1964,6851ROSWELLRD#F3-2023-05-31-290000,"6851 ROSWELL RD # F 3 Fulton County, GA","6851%20ROSWELL%20RD%20#%20F%203%20Fulton%20County,%20GA","https://www.google.com/maps/search/6851%20ROSWELL%20RD%20#%20F%203%20Fulton%20County,%20GA",33.9416795,-84.3726524
643,2222 PEACHTREE RD NE # C 2,5/31/23,"$252,000.00 ",252000,274.5098039,918,1938,2222PEACHTREERDNE#C2-2023-05-31-252000,"2222 PEACHTREE RD NE # C 2 Fulton County, GA","2222%20PEACHTREE%20RD%20NE%20#%20C%202%20Fulton%20County,%20GA","https://www.google.com/maps/search/2222%20PEACHTREE%20RD%20NE%20#%20C%202%20Fulton%20County,%20GA",33.8257021,-84.388041
644,270 SEVENTEENTH ST NW UNIT 3505,5/31/23,"$475,000.00 ",475000,381.8327974,1244,2007,270SEVENTEENTHSTNWUNIT3505-2023-05-31-475000,"270 SEVENTEENTH ST NW UNIT 3505 Fulton County, GA","270%20SEVENTEENTH%20ST%20NW%20UNIT%203505%20Fulton%20County,%20GA","https://www.google.com/maps/search/270%20SEVENTEENTH%20ST%20NW%20UNIT%203505%20Fulton%20County,%20GA",33.7906219,-84.3975524
609,1484 JAMES TRC,6/2/23,"$233,000.00 ",233000,141.5552855,1646,2005,1484JAMESTRC-2023-06-02-233000,"1484 JAMES TRC Fulton County, GA","1484%20JAMES%20TRC%20Fulton%20County,%20GA","https://www.google.com/maps/search/1484%20JAMES%20TRC%20Fulton%20County,%20GA",33.68081617,-84.4372671
646,6555 SCOTT VALLEY RD,5/30/23,"$546,561.00 ",546561,375.9016506,1454,1960,6555SCOTTVALLEYRD-2023-05-30-546561,"6555 SCOTT VALLEY RD Fulton County, GA","6555%20SCOTT%20VALLEY%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/6555%20SCOTT%20VALLEY%20RD%20Fulton%20County,%20GA",33.933034,-84.3910196
647,3031 SHINNECOCK HILLS DR,5/30/23,"$999,999.00 ",999999,250.375313,3994,1987,3031SHINNECOCKHILLSDR-2023-05-30-999999,"3031 SHINNECOCK HILLS DR Fulton County, GA","3031%20SHINNECOCK%20HILLS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3031%20SHINNECOCK%20HILLS%20DR%20Fulton%20County,%20GA",34.0221816,-84.1795526
648,686 LOCKTON PL,5/30/23,"$735,000.00 ",735000,265.0558961,2773,2007,686LOCKTONPL-2023-05-30-735000,"686 LOCKTON PL Fulton County, GA","686%20LOCKTON%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/686%20LOCKTON%20PL%20Fulton%20County,%20GA",33.9079026,-84.3646994
649,10640 COLONY GLEN DR,5/30/23,"$320,000.00 ",320000,206.9857697,1546,1986,10640COLONYGLENDR-2023-05-30-320000,"10640 COLONY GLEN DR Fulton County, GA","10640%20COLONY%20GLEN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/10640%20COLONY%20GLEN%20DR%20Fulton%20County,%20GA",34.0395453,-84.2444463
